,u,n,score,ranking
2013-01-01,-242.18775,-40.312250000000006,0.3820724433427588,1283
2013-01-02,890.5795,-42.079499999999996,0.8440338380471357,152
2013-01-03,463.33025,-10.83025,0.6810655756110935,548
2013-01-04,187.41725,19.08275,0.5862740974939529,794
2013-01-05,-656.8787500000001,47.37875,0.24308660487861422,1610
2013-01-06,-663.65075,-43.84925,0.20873203725535522,1708
2013-01-07,-869.127,79.627,0.17632066111375,1790
2013-01-08,733.2484999999999,-12.7485,0.7875184445990968,280
2013-01-09,190.026,-2.526,0.5804646635075983,813
2013-01-10,409.264,-41.763999999999996,0.65151382865388,633
2013-01-11,-914.095,-85.405,0.06798279023118313,2000
2013-01-12,928.43225,44.06775,0.8936087896568164,28
2013-01-13,664.2170000000001,36.283,0.7806909905821862,300
2013-01-14,-543.331,-10.169,0.26424473740025667,1554
2013-01-15,-604.09,4.59,0.24679978811017794,1600
2013-01-16,-600.9845,26.4845,0.25704239223682906,1575
2013-01-17,-375.23875,-78.26125,0.31214287722989936,1454
2013-01-18,34.47875,-25.97875,0.5092240917588644,992
2013-01-19,-142.9855,36.4855,0.4614413085061292,1107
2013-01-20,-400.43674999999996,-63.06325,0.3078975236950486,1464
2013-01-21,213.72475,13.77525,0.5953534744212362,773
2013-01-22,-695.088,-66.412,0.18446345242916537,1762
2013-01-23,-396.67650000000003,23.176499999999997,0.3430443184768451,1374
2013-01-24,-260.61125,-2.88875,0.3923766449890037,1264
2013-01-25,-93.19200000000001,-74.30799999999999,0.4325533510555186,1168
2013-01-26,567.39075,56.10925,0.7514355562035544,377
2013-01-27,-568.90975,-34.59025,0.24504719419072682,1604
2013-01-28,12.0235,-40.5235,0.49518250199060165,1029
2013-01-29,171.019,7.481,0.5779430390342528,822
2013-01-30,-897.87275,58.372749999999996,0.16013307716457248,1840
2013-01-31,203.23675,-51.73675,0.5657194451415828,849
2013-02-01,-630.039,1.539,0.23765289594679267,1629
2013-02-02,-859.5382500000001,22.038249999999998,0.16061760439483508,1838
2013-02-03,887.8757499999999,33.62425,0.8729705419479296,79
2013-02-04,921.47825,10.02175,0.8760344575651919,69
2013-02-05,616.95425,-16.45425,0.7393773217115025,400
2013-02-06,-371.58124999999995,-39.91875,0.3271392109257222,1412
2013-02-07,-784.25875,6.75875,0.1798605688660346,1778
2013-02-08,366.80899999999997,-51.309,0.6259436409700134,685
2013-02-09,-123.166,-137.334,0.3936949853217889,1261
2013-02-10,-733.31475,20.81475,0.20636178395897642,1713
2013-02-11,-24.3525,45.8525,0.51422022491074,979
2013-02-12,-902.58525,-93.91475,0.08025216818133796,1997
2013-02-13,813.3815,-49.8815,0.8072617075688269,237
2013-02-14,-465.54725,28.04725,0.3194070705001175,1438
2013-02-15,323.36199999999997,102.138,0.6711677368774196,575
2013-02-16,-359.66675,0.16675,0.34978473502503693,1360
2013-02-17,23.98175,-36.48175,0.501494358117666,1013
2013-02-18,79.45824999999999,-8.95825,0.533710294652527,930
2013-02-19,-601.51475,65.01474999999999,0.27538109280338535,1537
2013-02-20,928.3507500000001,-30.850749999999998,0.8627484186291563,103
2013-02-21,547.668,-40.168,0.7041224185558866,493
2013-02-22,868.365,-25.865000000000002,0.8419442828077106,158
2013-02-23,787.20625,-46.70625,0.7967953081769448,260
2013-02-24,183.61075,4.88925,0.5807733893687641,812
2013-02-25,835.576,77.924,0.8699929571878847,87
2013-02-26,-803.97225,19.47225,0.1772555871038562,1785
2013-02-27,-575.63725,-10.86275,0.25173921989279047,1587
2013-02-28,-906.09475,-18.40525,0.13034560575011958,1925
2013-03-01,-332.7635,-75.7365,0.3290004484366783,1409
2013-03-02,-222.87025,40.37025,0.42860402729452884,1183
2013-03-03,-439.50825,-4.99175,0.3155224814788607,1445
2013-03-04,654.088,-11.588000000000001,0.759380409049731,358
2013-03-05,-278.41075,150.91075,0.44926481271176866,1128
2013-03-06,-418.21825,15.718250000000001,0.33072266591721833,1403
2013-03-07,70.77199999999999,-37.272,0.5191210455246951,967
2013-03-08,-695.0595000000001,-24.4405,0.20421222805569927,1720
2013-03-09,603.8262500000001,57.67375,0.7647264987871668,339
2013-03-10,-840.7552499999999,4.25525,0.16190592315457197,1837
2013-03-11,960.0625,-65.5625,0.8607439897140665,106
2013-03-12,544.9784999999999,47.5215,0.7361803941288301,408
2013-03-13,-570.43775,-31.06225,0.24560966351655805,1602
2013-03-14,-974.51475,82.01475,0.14188364922323285,1893
2013-03-15,631.4327499999999,55.06725,0.7739701040781604,314
2013-03-16,413.72574999999995,-20.225749999999998,0.6565394371649187,607
2013-03-17,457.68174999999997,63.81825,0.7088260616674922,479
2013-03-18,542.4014999999999,5.0985,0.7183733875593047,453
2013-03-19,-836.48675,45.98675,0.17629119488971667,1791
2013-03-20,-275.424,21.924,0.39646723918130766,1254
2013-03-21,-749.5137500000001,-44.98625,0.17576811452028632,1795
2013-03-22,725.8407500000001,-32.34075,0.7776117440541257,307
2013-03-23,239.74575,51.75425,0.6192377178136697,709
2013-03-24,-322.84825,-16.65175,0.3580229132399885,1340
2013-03-25,-866.59525,-22.90475,0.14277371096397898,1890
2013-03-26,-360.40375,-47.09625,0.3296834057855427,1408
2013-03-27,-334.413,19.913,0.36861863893326685,1315
2013-03-28,456.2235,98.2765,0.7249354410553142,446
2013-03-29,266.33124999999995,-54.83125,0.5886953187990851,789
2013-03-30,771.6175,-0.1175,0.8102545831945164,229
2013-03-31,-70.31725,67.81725,0.506016351237868,1003
2013-04-01,-737.7785,-3.7215,0.19408256892572706,1742
2013-04-02,425.001,22.499000000000002,0.6796432657033907,553
2013-04-03,520.8409999999999,-51.341,0.6873801683305805,531
2013-04-04,107.76,19.740000000000002,0.55758789999975,873
2013-04-05,539.5082500000001,-10.00825,0.7130308586635579,471
2013-04-06,-27.21625,49.71625,0.5147510770051099,978
2013-04-07,32.12425,60.37575,0.5419339845368903,908
2013-04-08,-154.883,118.383,0.493824087527212,1037
2013-04-09,-941.5440000000001,25.044,0.1319279648595477,1917
2013-04-10,-762.6410000000001,17.141,0.1928290679262869,1746
2013-04-11,-932.9965,4.4965,0.12903103458093412,1929
2013-04-12,266.28049999999996,-17.780500000000004,0.6020650031548106,752
2013-04-13,-353.97799999999995,16.478,0.3582544617302952,1338
2013-04-14,1.2215,-14.7215,0.5009485247289817,1014
2013-04-15,808.8795,6.6205,0.8294223986662668,185
2013-04-16,-481.12,64.62,0.32578573403125916,1417
2013-04-17,-179.5395,-48.960499999999996,0.408175487122911,1229
2013-04-18,507.63275,53.86725,0.7272384820570199,439
2013-04-19,-521.64225,61.14225,0.3093808337400953,1461
2013-04-20,-835.28475,-7.215249999999999,0.15922255732321283,1843
2013-04-21,-403.67875000000004,-104.82124999999999,0.28936406435084255,1509
2013-04-22,-650.3165,-32.1835,0.2168205900613149,1683
2013-04-23,849.71875,61.78125,0.8696980128052807,89
2013-04-24,613.58275,-2.08275,0.746038942405556,389
2013-04-25,258.27575,-50.77575,0.5867369605624406,793
2013-04-26,743.58875,-24.088749999999997,0.7870729737256098,281
2013-04-27,603.8475,39.6525,0.7597500620493827,357
2013-04-28,-592.5264999999999,30.0265,0.26019071847285624,1563
2013-04-29,782.1922500000001,-12.69225,0.8092685568085884,231
2013-04-30,62.476,-19.976,0.5241373052962268,958
2013-05-01,615.59675,-17.09675,0.7381169611503736,402
2013-05-02,792.13,-42.63,0.7984248362488245,251
2013-05-03,-349.62975,76.12975,0.38671029376687993,1274
2013-05-04,-757.15725,-14.342749999999999,0.18159513023791463,1772
2013-05-05,-523.4495,55.9495,0.3066913004500633,1468
2013-05-06,-151.49650000000003,71.9965,0.4721125519394541,1080
2013-05-07,637.0505,51.4495,0.7743780307009538,312
2013-05-08,719.8207500000001,-23.32075,0.7799520603507138,304
2013-05-09,-972.0822499999999,11.58225,0.11363630623168475,1961
2013-05-10,4.576,-2.076,0.5081139299342343,998
2013-05-11,-168.039,-45.461,0.41585476530442067,1214
2013-05-12,-531.68075,14.18075,0.28417343401101625,1518
2013-05-13,-742.601,-62.899,0.1723114980437502,1806
2013-05-14,-314.26575,54.76575,0.39384572489213365,1260
2013-05-15,875.2085,-24.7085,0.8450354171840475,150
2013-05-16,-337.3065,9.8065,0.36258553873406096,1328
2013-05-17,21.77,13.73,0.5206982548256157,965
2013-05-18,406.6885,-10.188500000000001,0.6572370676420607,604
2013-05-19,-265.80725,27.30725,0.40263755793294065,1239
2013-05-20,931.156,-23.656,0.8679275930443181,93
2013-05-21,916.94325,45.55675,0.887383781902834,38
2013-05-22,-474.60075,-63.89925,0.27450624305535637,1539
2013-05-23,-21.7335,6.233499999999999,0.5003263963048367,1016
2013-05-24,-381.7025,92.20249999999999,0.37948122783458144,1290
2013-05-25,-413.41,-51.09,0.3078657690098626,1465
2013-05-26,-920.6705,-35.8295,0.1159546584731292,1957
2013-05-27,210.82625000000002,26.67375,0.5979296241770958,763
2013-05-28,-11.563749999999999,8.06375,0.5057348542218811,1004
2013-05-29,-890.1992499999999,16.69925,0.14819560298546267,1874
2013-05-30,-420.67475,27.17475,0.33270091399224244,1394
2013-05-31,808.0252499999999,27.47475,0.8393071381445584,165
2013-06-01,-501.03975,52.53975,0.31384350937270244,1449
2013-06-02,-680.4590000000001,22.959,0.22411227081154872,1658
2013-06-03,-41.60575,-16.89425,0.48673705512967963,1059
2013-06-04,952.0237500000001,31.47625,0.9019718373125353,17
