,u1,u2,score,ranking
2013-01-01,-0.069,-0.031,0.35197323182507123,1346
2013-01-02,0.272,-0.372,0.8099672049423329,229
2013-01-03,-0.14925,0.04925,0.7668460695533315,334
2013-01-04,-0.06775,-0.03225,0.5288360273275305,952
2013-01-05,-0.07125000000000001,-0.02875,0.17920485757967541,1791
2013-01-06,-0.131,0.031,0.2766752687525549,1539
2013-01-07,-0.093,-0.007,0.13641485822466756,1867
2013-01-08,0.54225,0.35775,0.8482830280109844,142
2013-01-09,-0.05,-0.05,0.4939652409074441,1029
2013-01-10,-0.09625,-0.00375,0.6639723009715133,594
2013-01-11,-0.05,-0.05,0.023190315473298483,1999
2013-01-12,0.33275,-0.43274999999999997,0.7884585224206664,274
2013-01-13,0.45725,0.44275000000000003,0.8472416033092196,148
2013-01-14,-0.053000000000000005,-0.047,0.19772036276613997,1751
2013-01-15,-0.10175000000000001,0.00175,0.25194411022072394,1600
2013-01-16,-0.0895,-0.0105,0.22894272840288837,1654
2013-01-17,-0.0805,-0.0195,0.31286245961939874,1441
2013-01-18,-0.14800000000000002,0.048,0.5997718144432448,770
2013-01-19,-0.05,-0.05,0.3499206942687905,1349
2013-01-20,-0.121,0.021,0.36574124939355135,1313
2013-01-21,-0.15775,0.05775,0.6821612026206136,542
2013-01-22,-0.10600000000000001,0.006,0.22362872521400184,1671
2013-01-23,-0.15475,0.05475,0.4210802112347929,1191
2013-01-24,-0.05,-0.05,0.3035410504921581,1475
2013-01-25,-0.09025,-0.00975,0.44861465118846106,1129
2013-01-26,-0.058499999999999996,-0.0415,0.6801723273068212,549
2013-01-27,-0.1275,0.0275,0.30590321872283377,1463
2013-01-28,-0.1595,0.0595,0.6076469688303386,748
2013-01-29,-0.069,-0.031,0.5252376675784836,960
2013-01-30,-0.12000000000000001,0.02,0.16799525047081307,1814
2013-01-31,-0.06125,-0.03875,0.5256554080730987,959
2013-02-01,-0.10625000000000001,0.00625,0.24948534986415521,1608
2013-02-02,-0.0945,-0.0055,0.14482777172589087,1854
2013-02-03,0.6785,0.2215,0.9535094957289741,15
2013-02-04,0.762,0.138,0.8942110809989408,66
2013-02-05,-0.02475,-0.07525,0.7166191529105327,460
2013-02-06,-0.05,-0.05,0.2665101723162832,1563
2013-02-07,-0.05425000000000001,-0.04575,0.10838705695209402,1912
2013-02-08,-0.0635,-0.0365,0.5924498071999726,782
2013-02-09,-0.068,-0.032,0.4023153272597407,1232
2013-02-10,-0.14100000000000001,0.041,0.26775379944405064,1559
2013-02-11,-0.10600000000000001,0.006,0.5083860857455211,998
2013-02-12,-0.09975,-0.00025,0.13218899916704802,1877
2013-02-13,0.207,-0.307,0.7504100960368691,371
2013-02-14,-0.14250000000000002,0.0425,0.3790519239499005,1276
2013-02-15,-0.127,0.027,0.6745806881248824,569
2013-02-16,-0.05,-0.05,0.26290253325152907,1573
2013-02-17,-0.12525,0.02525,0.5576214363882024,867
2013-02-18,-0.10400000000000001,0.004,0.5460758669431529,896
2013-02-19,-0.05,-0.05,0.1642286335697773,1822
2013-02-20,0.78825,0.11174999999999999,0.8673278305173783,104
2013-02-21,-0.096,-0.004,0.7170455161149011,458
2013-02-22,0.262,-0.362,0.7847540612840065,283
