,n,b,score,ranking
2013-01-01,0.03613040051803941,0.10109999999999852,0.6397371322408987,307
2013-01-02,-0.014667875816554042,-0.09889999999999866,0.3889388559063052,1576
2013-01-03,0.04820835132519606,0.10109999999999852,0.6518150830480554,253
2013-01-04,0.11823565678978287,-0.09889999999999866,0.5218423885126421,918
2013-01-05,-0.022339001700726144,-0.09889999999999866,0.38126773002213316,1623
2013-01-06,-0.022337688278793785,0.10109999999999852,0.5812690434440655,606
2013-01-07,0.12273029351773193,-0.09889999999999866,0.5263370252405913,897
2013-01-08,0.0577880466093734,0.10109999999999852,0.6613947783322327,211
2013-01-09,-0.04116468259765543,0.10109999999999852,0.5624420491252038,710
2013-01-10,0.03979807176401791,-0.09889999999999866,0.44340480348687716,1284
2013-01-11,-0.0406801471478562,-0.09889999999999866,0.36292658457500304,1691
2013-01-12,-0.040865112008479754,0.10109999999999852,0.5627416197143795,708
2013-01-13,0.01575025000242344,0.10109999999999852,0.6193569817252828,402
2013-01-14,-0.1566691512954831,-0.09889999999999866,0.24693758042737618,1976
2013-01-15,-0.14160015832390194,-0.09889999999999866,0.26200657339895733,1964
2013-01-16,-0.04858973406213711,-0.09889999999999866,0.3550169976607222,1728
2013-01-17,-0.08463322134961308,-0.09889999999999866,0.3189735103732461,1865
2013-01-18,0.021533054884762773,0.10109999999999852,0.625139786607622,374
2013-01-19,-0.07624865776455604,0.10109999999999852,0.5273580739583031,893
2013-01-20,-0.11659102782968246,0.10109999999999852,0.4870157038931767,1073
2013-01-21,0.11364516979086516,0.10109999999999852,0.7172519015137244,77
2013-01-22,-0.0216688357617821,-0.09889999999999866,0.3819378959610772,1620
2013-01-23,0.0017955246521746205,-0.09889999999999866,0.4054022563750339,1485
2013-01-24,-0.11758658661993575,0.10109999999999852,0.48602014510292346,1082
2013-01-25,-0.04715734968487381,0.10109999999999852,0.5564493820379854,736
2013-01-26,0.005267075453930108,0.10109999999999852,0.6088738071767894,456
2013-01-27,-0.09568621791664372,0.10109999999999852,0.5079205138062157,979
2013-01-28,0.02644910974479446,0.10109999999999852,0.6300558414676538,348
2013-01-29,-0.05165782691636363,0.10109999999999852,0.5519489048064956,768
2013-01-30,-0.026942231706321422,0.10109999999999852,0.5766645000165378,632
2013-01-31,-0.05174326070121096,0.10109999999999852,0.5518634710216483,769
2013-02-01,0.14457552303785576,0.10109999999999852,0.7481822547607151,31
2013-02-02,-0.0046865097018939615,-0.09889999999999866,0.39892022202096533,1522
2013-02-03,-0.08822360603933127,0.10109999999999852,0.515383125683528,946
2013-02-04,0.06219686124539579,-0.09889999999999866,0.46580359296825513,1184
2013-02-05,-0.10127422372054115,-0.09889999999999866,0.30233250800231826,1901
2013-02-06,0.013102355877521166,0.10109999999999852,0.6167090876003805,414
2013-02-07,-0.1603803416332411,0.10109999999999852,0.443226390089618,1286
2013-02-08,-0.10986161563473361,-0.09889999999999866,0.29374511608812554,1917
2013-02-09,0.01214216714667061,-0.09889999999999866,0.4157488988695299,1433
2013-02-10,0.055470594676773455,0.10109999999999852,0.6590773263996328,224
2013-02-11,0.01010273077233842,-0.09889999999999866,0.4137094624951977,1450
2013-02-12,-0.012858594313918541,0.10109999999999852,0.5907481374089407,564
2013-02-13,-0.027695027370002276,0.10109999999999852,0.575911704352857,638
2013-02-14,-0.12188849095225346,0.10109999999999852,0.4817182407706058,1102
2013-02-15,-0.06119426839443587,-0.09889999999999866,0.34241246332842334,1786
2013-02-16,-0.040457833399642304,-0.09889999999999866,0.363148898323217,1689
2013-02-17,0.08096304637465405,0.10109999999999852,0.6845697780975133,146
2013-02-18,0.02388273144261765,-0.09889999999999866,0.4274894631654769,1370
2013-02-19,-0.14464994415187787,-0.09889999999999866,0.2589567875709813,1968
2013-02-20,0.02231998582872436,-0.09889999999999866,0.4259267175515836,1379
2013-02-21,-0.03441331415616461,-0.09889999999999866,0.36919341756669466,1672
2013-02-22,-0.05776049174733592,-0.09889999999999866,0.34584623997552333,1769
2013-02-23,0.0453273713844102,-0.09889999999999866,0.44893410310726944,1257
2013-02-24,0.0788732300768169,-0.09889999999999866,0.4824799617996761,1097
2013-02-25,0.07089567780643669,0.10109999999999852,0.674502409529296,175
2013-02-26,-0.07074413358067036,-0.09889999999999866,0.33286259814218894,1821
2013-02-27,-0.028343721790956393,-0.09889999999999866,0.37526300993190287,1646
2013-02-28,0.022894342789425842,-0.09889999999999866,0.4265010745122851,1374
2013-03-01,0.0744368784469295,-0.09889999999999866,0.47804361016978875,1121
2013-03-02,-0.041940670750482495,-0.09889999999999866,0.3616660609723768,1701
2013-03-03,-0.018459449855964667,-0.09889999999999866,0.3851472818668946,1599
2013-03-04,-0.09211352964334142,-0.09889999999999866,0.3114932020795178,1883
2013-03-05,-0.09930326164931291,-0.09889999999999866,0.30430347007354636,1898
2013-03-06,0.06139533406867648,0.10109999999999852,0.6650020657915359,202
2013-03-07,0.1048924705628067,-0.09889999999999866,0.5084992022856659,977
2013-03-08,-0.009367541449285956,-0.09889999999999866,0.39423919027357335,1550
2013-03-09,0.07667590010850264,-0.09889999999999866,0.480282631831362,1110
2013-03-10,0.025324150280951432,-0.09889999999999866,0.4289308820038107,1364
2013-03-11,-0.05521631209126912,0.10109999999999852,0.5483904196315901,788
2013-03-12,0.025304916717813895,0.10109999999999852,0.6289116484406732,353
2013-03-13,0.11943619359441819,0.10109999999999852,0.7230429253172777,63
2013-03-14,-0.006472814851655313,0.10109999999999852,0.597133916871204,526
2013-03-15,0.12156476074226115,0.10109999999999852,0.7251714924651205,58
2013-03-16,-0.21318634005003856,0.10109999999999852,0.39042039167282044,1567
2013-03-17,0.0621454686271586,0.10109999999999852,0.6657522003500179,198
2013-03-18,0.0033570337361943474,0.10109999999999852,0.6069637654590536,466
2013-03-19,-0.02752731976012862,0.10109999999999852,0.5760794119627306,637
