,u,b,score,ranking
2013-01-01,-0.0992774483218449,0.10249999999999845,0.49963209507789,994
2013-01-02,0.36166190172819834,-0.09749999999999874,0.760571445127933,340
2013-01-03,0.1866856100493892,-0.09749999999999874,0.585595153449124,788
2013-01-04,0.08001724395789425,-0.09749999999999874,0.4789267873576293,1049
2013-01-05,-0.2740946310457858,0.10249999999999845,0.3248149123539492,1420
2013-01-06,-0.2741139271307725,0.10249999999999845,0.32479561626896214,1421
2013-01-07,-0.35244265366517497,0.10249999999999845,0.24646688973455957,1619
2013-01-08,0.2940313732202131,0.10249999999999845,0.8929409166199482,138
2013-01-09,0.08198246599483222,0.10249999999999845,0.6808920093945671,549
2013-01-10,0.1675485188371015,0.10249999999999845,0.7664580622368364,327
2013-01-11,-0.3824419479630933,0.10249999999999845,0.21646759543664196,1703
2013-01-12,0.3770183383298604,-0.09749999999999874,0.7759278817295955,309
2013-01-13,0.26704456924060227,0.10249999999999845,0.8659541126403374,162
2013-01-14,-0.229038254857114,-0.09749999999999874,0.16987128854262093,1770
2013-01-15,-0.25344956963405463,-0.09749999999999874,0.1454599737656805,1800
2013-01-16,-0.25218593551698787,0.10249999999999845,0.34672360788274703,1360
2013-01-17,-0.1555157490321047,0.10249999999999845,0.4433937943676302,1135
2013-01-18,0.02089560190605534,-0.09749999999999874,0.4198051453057903,1179
2013-01-19,-0.05335352848604225,-0.09749999999999874,0.34555601491369264,1364
2013-01-20,-0.16592623124130143,0.10249999999999845,0.43298331215843355,1156
2013-01-21,0.09057277237816866,0.10249999999999845,0.6894823157779035,531
2013-01-22,-0.2873144548781018,-0.09749999999999874,0.11159508852163347,1850
2013-01-23,-0.1651938245715603,0.10249999999999845,0.43371571882817456,1153
2013-01-24,-0.10582006876478157,0.10249999999999845,0.4930894746349534,1019
2013-01-25,-0.03405355602610616,0.10249999999999845,0.5648559873736287,836
2013-01-26,0.2292312257146758,-0.09749999999999874,0.628140769114411,677
2013-01-27,-0.23917051767304673,-0.09749999999999874,0.1597390257266878,1784
2013-01-28,0.012478007331154395,-0.09749999999999874,0.4113875507308893,1199
2013-01-29,0.075022111689899,0.10249999999999845,0.6739316550896339,566
2013-01-30,-0.3617492132237372,0.10249999999999845,0.2371603301759982,1641
2013-01-31,0.08712633812141582,-0.09749999999999874,0.48603588152115074,1033
2013-02-01,-0.2624902444499019,-0.09749999999999874,0.13641929894983323,1819
2013-02-02,-0.346868269011511,-0.09749999999999874,0.05204127438822362,1937
2013-02-03,0.3601988864029315,0.10249999999999845,0.9591084298026666,59
2013-02-04,0.3735960830599121,-0.09749999999999874,0.7725056264596475,316
2013-02-05,0.2478083350934342,-0.09749999999999874,0.646717878493169,625
2013-02-06,-0.15521852806103856,0.10249999999999845,0.4436910153386966,1133
2013-02-07,-0.320771852194628,0.10249999999999845,0.2781376912051071,1543
2013-02-08,0.14847687780999053,0.10249999999999845,0.7473864212097256,371
2013-02-09,-0.04678754840805387,-0.09749999999999874,0.35212199499168106,1342
2013-02-10,-0.30127895552391193,0.10249999999999845,0.2976305878758231,1480
2013-02-11,-0.0027680153107188083,0.10249999999999845,0.5961415280890161,761
2013-02-12,-0.37139872650756056,-0.09749999999999874,0.027510816892174716,1970
2013-02-13,0.3285467782632905,0.10249999999999845,0.9274563216630256,95
2013-02-14,-0.1918855581197219,-0.09749999999999874,0.20702398528001353,1724
2013-02-15,0.1311082840834506,-0.09749999999999874,0.5300178274831856,917
2013-02-16,-0.14954068252820624,0.10249999999999845,0.4493688608715288,1121
2013-02-17,0.017144873542513695,0.10249999999999845,0.6160544169422486,711
2013-02-18,0.038458680074888826,0.10249999999999845,0.6373682234746237,652
2013-02-19,-0.25102597897931356,0.10249999999999845,0.3478835644204217,1356
2013-02-20,0.37675815881191177,0.10249999999999845,0.9756677022116469,32
2013-02-21,0.22119671528915674,0.10249999999999845,0.8201062586888916,227
2013-02-22,0.35268960985161596,-0.09749999999999874,0.7515991532513513,363
2013-02-23,0.316952336942384,-0.09749999999999874,0.7158618803421191,444
2013-02-24,0.07941043964913325,0.10249999999999845,0.6783199830488682,554
2013-02-25,0.33858984461875863,-0.09749999999999874,0.7374993880184935,393
2013-02-26,-0.3281155417581991,0.10249999999999845,0.2707940016415356,1564
2013-02-27,-0.24212325346441843,-0.09749999999999874,0.15678628993531618,1787
2013-02-28,-0.3627277122713045,-0.09749999999999874,0.03618183112843045,1954
2013-03-01,-0.1386452787891237,-0.09749999999999874,0.2602642646106115,1590
2013-03-02,-0.08796771164814943,0.10249999999999845,0.5109418317515857,963
2013-03-03,-0.18183031798061788,-0.09749999999999874,0.21707922541911673,1699
2013-03-04,0.26408046392180873,0.10249999999999845,0.8629900073215435,167
2013-03-05,-0.1135068820448635,-0.09749999999999874,0.2854026613548714,1519
2013-03-06,-0.17416193564983032,-0.09749999999999874,0.22474760774990463,1676
2013-03-07,0.0352473231268639,-0.09749999999999874,0.4341568665265988,1150
2013-03-08,-0.2861701634199245,-0.09749999999999874,0.11273937997981012,1845
2013-03-09,0.24284804120349718,-0.09749999999999874,0.6417575846032317,638
2013-03-10,-0.33926902845591805,0.10249999999999845,0.2596405149438167,1593
2013-03-11,0.39060000588067834,0.10249999999999845,0.9895095492804138,16
2013-03-12,0.2188862720375912,-0.09749999999999874,0.617795815437326,703
2013-03-13,-0.23993699817239678,-0.09749999999999874,0.15897254522733795,1785
2013-03-14,-0.39449184970085316,-0.09749999999999874,0.00441769369888192,1998
2013-03-15,0.2534595993641323,-0.09749999999999874,0.6523691427638674,612
2013-03-16,0.1665763316783589,0.10249999999999845,0.7654858750780937,330
2013-03-17,0.184296191033055,-0.09749999999999874,0.5832057344327899,795
2013-03-18,0.21810673394902147,0.10249999999999845,0.8170162773487566,230
2013-03-19,-0.3396738220124625,-0.09749999999999874,0.05923572138727229,1922
2013-03-20,-0.11213696056431685,0.10249999999999845,0.48677258283541813,1032
2013-03-21,-0.30621429577963094,-0.09749999999999874,0.09269524762010378,1879
2013-03-22,0.29157319730074,-0.09749999999999874,0.6904827407004749,525
2013-03-23,0.09972895806231147,0.10249999999999845,0.6986385014620464,494
2013-03-24,-0.13419112351761556,-0.09749999999999874,0.26471841988211936,1582
2013-03-25,-0.3480628631709151,-0.09749999999999874,0.050846680228818913,1940
2013-03-26,-0.1501236860272051,-0.09749999999999874,0.24878585737252978,1615
2013-03-27,-0.1387628857783373,0.10249999999999845,0.46014665762139767,1096
2013-03-28,0.18477539927071654,-0.09749999999999874,0.5836849426704512,793
2013-03-29,0.11113643368443579,-0.09749999999999874,0.5100459770841705,966
2013-03-30,0.3108606506613262,0.10249999999999845,0.9097701940610612,118
2013-03-31,-0.02113760327017546,0.10249999999999845,0.5777719401295595,808
2013-04-01,-0.30323414664909365,0.10249999999999845,0.29567539675064136,1492
2013-04-02,0.17168628637866107,-0.09749999999999874,0.5705958297783961,823
2013-04-03,0.20971849549378335,-0.09749999999999874,0.608628038893518,733
2013-04-04,0.050112214655862075,-0.09749999999999874,0.449021758055597,1124
2013-04-05,0.2178642005639137,0.10249999999999845,0.8167737439636489,231
2013-04-06,-0.0038730663082223006,-0.09749999999999874,0.39503647709151263,1245
2013-04-07,0.01927672010586036,-0.09749999999999874,0.4181862635055953,1184
2013-04-08,-0.05687672871289516,0.10249999999999845,0.5420328146868397,893
2013-04-09,-0.37857424200445866,0.10249999999999845,0.22033530139527616,1688
2013-04-10,-0.31259640180509124,0.10249999999999845,0.2863131415946436,1516
