,n,b,score,ranking
2013-01-01,0.022581500323774643,0.25275,0.7748357076505616,305
2013-01-02,-0.009167422385346265,-0.24725,0.24308678494144076,1580
2013-01-03,0.030130219578247564,0.25275,0.7823844269050346,252
2013-01-04,0.07389728549361407,-0.24724999999999997,0.3261514928204013,1071
2013-01-05,-0.013961876062953814,-0.24725,0.2382923312638332,1625
2013-01-06,-0.013961055174246048,0.25275,0.738293152152541,591
2013-01-07,0.07670643344858256,-0.24725,0.3289606407753696,1063
2013-01-08,0.036117529130858445,0.25275,0.7883717364576455,210
2013-01-09,-0.02572792662353459,0.25275,0.7265262807032524,682
2013-01-10,0.02487379485251121,-0.24725,0.2771280021792982,1303
2013-01-11,-0.025425091967410135,-0.24725,0.2268291153593769,1692
2013-01-12,-0.02554069500529988,0.25275,0.7267135123214872,680
2013-01-13,0.009843906251514673,0.25275,0.7620981135783017,400
2013-01-14,-0.09791821955967686,-0.24725,0.1543359877671101,1976
2013-01-15,-0.08850009895243878,-0.24725,0.16375410837434834,1964
2013-01-16,-0.030368583788835668,-0.24725,0.22188562353795135,1729
2013-01-17,-0.0528957633435082,-0.24725,0.19935844398327882,1865
2013-01-18,0.01345815930297668,0.25275,0.7657123666297637,372
2013-01-19,-0.04765541110284756,0.25275,0.7045987962239395,822
2013-01-20,-0.0728693923935514,0.25275,0.6793848149332354,920
2013-01-21,0.07102823111929081,0.25275,0.8232824384460777,77
2013-01-22,-0.013543022351113796,-0.24725,0.23871118497567323,1622
2013-01-23,0.001122202907609129,-0.24725,0.25337641023439617,1493
2013-01-24,-0.07349161663745982,0.25275,0.6787625906893271,924
2013-01-25,-0.029473343553046174,0.25275,0.7227808637737408,705
2013-01-26,0.003291922158706246,0.25275,0.7555461294854933,452
2013-01-27,-0.059803886197902174,0.25275,0.6924503211288848,875
2013-01-28,0.016530693590496554,0.25275,0.7687849009172836,346
2013-01-29,-0.032286141822727266,0.25275,0.7199680655040598,733
2013-01-30,-0.01683889481645085,0.25275,0.7354153125103362,616
2013-01-31,-0.03233953793825696,0.25275,0.7199146693885301,734
2013-02-01,0.09035970189865995,0.25275,0.8426139092254469,31
2013-02-02,-0.0029290685636837455,-0.24724999999999997,0.2493251387631033,1528
2013-02-03,-0.055139753774582065,0.25275,0.6971144535522049,855
2013-02-04,0.038873038278372435,-0.24725,0.29112724560515946,1216
2013-02-05,-0.06329638982533811,-0.24725,0.18895781750144888,1901
2013-02-06,0.00818897242345075,0.25275,0.7604431797502378,411
2013-02-07,-0.10023771352077555,0.25275,0.6520164938060112,971
2013-02-08,-0.06866350977170854,-0.24725,0.18359069755507845,1917
2013-02-09,0.007588854466669143,-0.24725,0.2598430617934562,1441
2013-02-10,0.034669121672983506,0.25275,0.7869233289997706,223
2013-02-11,0.006314206732711521,-0.24725,0.25856841405949854,1458
2013-02-12,-0.008036621446199078,0.25275,0.744217585880588,553
2013-02-13,-0.017309392106251473,0.25275,0.7349448152205356,622
2013-02-14,-0.07618030684515831,0.25275,0.6760739004816286,931
2013-02-15,-0.03824641774652246,-0.24725,0.21400778958026456,1787
2013-02-16,-0.025286145874776393,-0.24725,0.22696806145201062,1690
2013-02-17,0.05060190398415869,0.25275,0.8028561113109458,145
2013-02-18,0.014926707151636038,-0.24725,0.26718091447842307,1381
2013-02-19,-0.09040621509492372,-0.24725,0.1618479922318633,1968
2013-02-20,0.013949991142952697,-0.24725,0.26620419846973975,1390
2013-02-21,-0.021508321347602846,-0.24725,0.23074588597918416,1674
2013-02-22,-0.03610030734208501,-0.24725,0.21615389998470205,1770
2013-02-23,0.02832960711525636,-0.24725,0.2805838144420434,1277
2013-02-24,0.0492957687980106,-0.24724999999999997,0.30154997612479756,1156
2013-02-25,0.04430979862902293,0.25275,0.7965640059558099,174
2013-02-26,-0.04421508348791898,-0.24725,0.20803912383886808,1821
2013-02-27,-0.017714826119347757,-0.24724999999999997,0.23453938120743928,1648
2013-02-28,0.01430896424339113,-0.24725,0.26656317157017817,1385
2013-03-01,0.04652304902933091,-0.24725,0.29877725635611796,1171
2013-03-02,-0.026212919219051528,-0.24725,0.2260412881077355,1702
