,u,b,score,ranking
2013-01-01,-228.00900000000001,234.50900000000001,0.49963209507789,994
2013-01-02,835.45475,-174.95475,0.760571445127933,340
2013-01-03,439.61725,-227.11725,0.585595153449124,788
2013-01-04,177.64225,-226.14225,0.4789267873576293,1049
2013-01-05,-635.81525,216.31525,0.3248149123539492,1420
2013-01-06,-636.559,216.05900000000003,0.32479561626896214,1421
2013-01-07,-813.5464999999999,195.0465,0.24646688973455957,1619
2013-01-08,654.1285,208.37150000000003,0.8929409166199482,138
2013-01-09,213.65974999999997,237.84025000000003,0.6808920093945671,549
2013-01-10,432.3285,241.17149999999998,0.7664580622368364,327
2013-01-11,-886.0152499999999,183.51525,0.21646759543664196,1703
2013-01-12,864.7485,-173.24849999999998,0.7759278817295955,309
2013-01-13,618.59725,219.90275000000003,0.8659541126403374,162
2013-01-14,-550.914,-218.586,0.16987128854262093,1770
2013-01-15,-588.47025,-211.02974999999998,0.1454599737656805,1800
2013-01-16,-582.9902500000001,223.49025,0.34672360788274703,1360
2013-01-17,-372.34024999999997,237.84025000000003,0.4433937943676302,1135
2013-01-18,44.22975,-222.72975,0.4198051453057903,1179
2013-01-19,-141.014,-222.486,0.34555601491369264,1364
2013-01-20,-394.87775,239.37775,0.43298331215843355,1156
2013-01-21,231.14724999999999,238.35275000000001,0.6894823157779035,531
2013-01-22,-647.73275,-201.76725,0.11159508852163347,1850
2013-01-23,-391.62149999999997,239.12150000000003,0.43371571882817456,1153
2013-01-24,-253.77775000000003,235.27775000000003,0.4930894746349534,1019
2013-01-25,-68.72775,233.22775000000001,0.5648559873736287,836
2013-01-26,540.3797500000001,-216.87975,0.628140769114411,677
2013-01-27,-567.3515,-216.1485,0.1597390257266878,1784
2013-01-28,22.036,-220.536,0.4113875507308893,1199
2013-01-29,196.14724999999999,238.35275000000001,0.6739316550896339,566
2013-01-30,-831.7027499999999,191.20275,0.2371603301759982,1641
2013-01-31,192.911,-225.411,0.48603588152115074,1033
2013-02-01,-608.44525,-210.05475,0.13641929894983323,1819
2013-02-02,-751.79525,-184.70475,0.05204127438822362,1937
2013-02-03,757.47225,184.02775000000003,0.9591084298026666,59
2013-02-04,857.01725,-172.51725,0.7725056264596475,316
2013-02-05,586.7735,-211.2735,0.646717878493169,625
2013-02-06,-370.85275,238.35275000000001,0.4436910153386966,1133
2013-02-07,-744.7215,202.2215,0.2781376912051071,1543
2013-02-08,388.07225,241.42775,0.7473864212097256,371
2013-02-09,-121.45150000000001,-220.0485,0.35212199499168106,1342
2013-02-10,-691.4590000000001,211.959,0.2976305878758231,1480
2013-02-11,4.734749999999999,234.76525,0.5961415280890161,761
2013-02-12,-790.4014999999999,-179.0985,0.027510816892174716,1970
2013-02-13,713.0160000000001,192.484,0.9274563216630256,95
2013-02-14,-492.97024999999996,-230.52974999999998,0.20702398528001353,1724
2013-02-15,313.05475,-229.55475,0.5300178274831856,917
2013-02-16,-358.084,237.584,0.4493688608715288,1121
2013-02-17,56.27225,233.22775000000001,0.6160544169422486,711
2013-02-18,110.65975,237.84025000000003,0.6373682234746237,652
2013-02-19,-579.50275,224.00275,0.3478835644204217,1356
2013-02-20,786.0097499999999,182.49025,0.9756677022116469,32
2013-02-21,541.80975,231.69025,0.8201062586888916,227
2013-02-22,814.89225,-177.39225,0.7515991532513513,363
2013-02-23,743.64225,-187.14225,0.7158618803421191,444
2013-02-24,208.14724999999999,238.35275000000001,0.6783199830488682,554
2013-02-25,787.8172500000001,-180.31725,0.7374993880184935,393
2013-02-26,-762.134,198.63400000000001,0.2707940016415356,1564
2013-02-27,-570.59525,-215.90474999999998,0.15678628993531618,1787
2013-02-28,-773.1827499999999,-180.31725,0.03618183112843045,1954
2013-03-01,-363.84524999999996,-225.65474999999998,0.2602642646106115,1590
2013-03-02,-200.34025000000003,237.84025000000003,0.5109418317515857,963
2013-03-03,-468.45775,-230.04225,0.21707922541911673,1699
2013-03-04,613.08475,220.41525000000001,0.8629900073215435,167
2013-03-05,-295.039,-223.461,0.2854026613548714,1519
2013-03-06,-447.40774999999996,-228.09224999999998,0.22474760774990463,1676
2013-03-07,75.17975,-224.67975,0.4341568665265988,1150
2013-03-08,-643.4639999999999,-201.036,0.11273937997981012,1845
2013-03-09,574.7485,-212.24849999999998,0.6417575846032317,638
2013-03-10,-788.059,195.55900000000003,0.2596405149438167,1593
2013-03-11,807.1347499999999,177.36525,0.9895095492804138,16
2013-03-12,518.0360000000001,-220.536,0.617795815437326,703
2013-03-13,-568.3515,-216.1485,0.15897254522733795,1785
2013-03-14,-827.1765,-170.3235,0.00441769369888192,1998
2013-03-15,598.0672500000001,-209.56725,0.6523691427638674,612
2013-03-16,429.841,240.659,0.7654858750780937,330
2013-03-17,433.59225000000004,-228.09224999999998,0.5832057344327899,795
2013-03-18,537.5285,232.9715,0.8170162773487566,230
2013-03-19,-736.3077499999999,-185.19225,0.05923572138727229,1922
2013-03-20,-266.5215,235.0215,0.48677258283541813,1032
2013-03-21,-681.60775,-196.89225,0.09269524762010378,1879
2013-03-22,674.34225,-198.84224999999998,0.6904827407004749,525
2013-03-23,265.3285,241.17149999999998,0.6986385014620464,494
2013-03-24,-355.114,-226.386,0.26471841988211936,1582
2013-03-25,-754.3077499999999,-185.19225,0.050846680228818913,1940
2013-03-26,-389.82025,-224.67975,0.24878585737252978,1615
2013-03-27,-333.85275,238.35275000000001,0.46014665762139767,1096
2013-03-28,435.10475,-227.60475,0.5836849426704512,793
2013-03-29,263.811,-229.31099999999998,0.5100459770841705,966
2013-03-30,684.12225,198.37775,0.9097701940610612,118
2013-03-31,-41.4965,233.99650000000003,0.5777719401295595,808
2013-04-01,-700.6402499999999,209.14025,0.29567539675064136,1492
2013-04-02,405.3485,-227.8485,0.5705958297783961,823
2013-04-03,492.4235,-224.9235,0.608628038893518,733
2013-04-04,104.10475,-227.60475,0.449021758055597,1124
2013-04-05,536.78475,232.71525000000003,0.8167737439636489,231
2013-04-06,-21.77025,-222.72975,0.39503647709151263,1245
2013-04-07,38.986,-222.486,0.4181862635055953,1184
2013-04-08,-126.75274999999999,234.25275,0.5420328146868397,893
2013-04-09,-873.3215,185.82150000000001,0.22033530139527616,1688
2013-04-10,-721.56525,206.06525,0.2863131415946436,1516
2013-04-11,-861.1152500000001,187.61525,0.22514334854938742,1674
2013-04-12,298.07225,241.42775,0.7091283290110244,461
2013-04-13,-385.33275,-225.16725,0.25148478486106135,1611
2013-04-14,32.5285,232.9715,0.6068565529317622,735
2013-04-15,768.76725,-182.26725,0.7260531791408744,414
2013-04-16,-506.92025,-228.57975,0.19943378331909997,1736
2013-04-17,-157.82775,237.32775,0.5283063384285038,921
2013-04-18,516.65975,237.84025000000003,0.804440910834439,246
