,u,n,score,ranking
2013-01-01,-0.0992774483218449,-0.017712512693032055,0.3820724433427588,1283
2013-01-02,0.36166190172819834,-0.016690468038698107,0.8440338380471357,152
2013-01-03,0.18668561004938916,-0.004682438795931405,0.6810655756110935,548
2013-01-04,0.08001724395789425,0.007194449178422742,0.5862740974939529,794
2013-01-05,-0.27409463104578585,0.018118831566764117,0.24308660487861422,1610
2013-01-06,-0.2741139271307725,-0.016216439971507766,0.20873203725535522,1708
2013-01-07,-0.35244265366517497,0.029700910421289552,0.17632066111375,1790
2013-01-08,0.2940313732202131,-0.005575332978752226,0.7875184445990968,280
2013-01-09,0.08198246599483218,-0.0005802068448695912,0.5804646635075983,813
2013-01-10,0.1675485188371015,-0.015097094540857281,0.65151382865388,633
2013-01-11,-0.3824419479630933,-0.04863766616335968,0.06798279023118313,2000
2013-01-12,0.3770183383298604,0.01752804696932013,0.8936087896568164,28
2013-01-13,0.2670445692406024,0.01458401698394784,0.7806909905821862,300
2013-01-14,-0.229038254857114,-0.005779412100265106,0.26424473740025667,1554
2013-01-15,-0.25344956963405463,0.001186953386596587,0.24679978811017794,1600
2013-01-16,-0.2521859355169878,0.010165923396181144,0.25704239223682906,1575
2013-01-17,-0.15551574903210466,-0.03140377809563166,0.31214287722989936,1454
2013-01-18,0.020895601906055362,-0.010733914504826712,0.5092240917588644,992
2013-01-19,-0.05335352848604225,0.015732432634535692,0.4614413085061292,1107
2013-01-20,-0.16592623124130143,-0.025238649421285782,0.3078975236950486,1464
2013-01-21,0.09057277237816874,0.005718297685431755,0.5953534744212362,773
2013-01-22,-0.2873144548781018,-0.027284497050368922,0.18446345242916537,1762
2013-01-23,-0.16519382457156026,0.009175738690769663,0.3430443184768451,1374
2013-01-24,-0.10582006876478156,-0.0008656906038505285,0.3923766449890037,1264
2013-01-25,-0.03405355602610613,-0.03245549727601103,0.4325533510555186,1168
2013-01-26,0.2292312257146758,0.023141926131242573,0.7514355562035544,377
2013-01-27,-0.23917051767304667,-0.014844692493861816,0.24504719419072682,1604
2013-01-28,0.012478007331154397,-0.01635790969818848,0.49518250199060165,1029
2013-01-29,0.07502211168989906,0.0038585229867179904,0.5779430390342528,822
2013-01-30,-0.3617492132237372,0.022819886030673413,0.16013307716457248,1840
2013-01-31,0.08712633812141583,-0.020469297337468804,0.5657194451415828,849
2013-02-01,-0.2624902444499019,0.0010807360390585853,0.23765289594679267,1629
2013-02-02,-0.346868269011511,0.008423469048710618,0.16061760439483508,1838
2013-02-03,0.3601988864029315,0.013709251187361994,0.8729705419479296,79
2013-02-04,0.3735960830599121,0.003375970147643621,0.8760344575651919,69
2013-02-05,0.24780833509343414,-0.007493417739567326,0.7393773217115025,400
2013-02-06,-0.15521852806103856,-0.016704665370875248,0.3271392109257222,1412
2013-02-07,-0.320771852194628,0.0015700167030266346,0.1798605688660346,1778
2013-02-08,0.14847687780999047,-0.02159564119761303,0.6259436409700134,685
2013-02-09,-0.04678754840805388,-0.05857987062779305,0.3936949853217889,1261
2013-02-10,-0.30127895552391193,0.008578335125252514,0.20636178395897642,1713
2013-02-11,-0.0027680153107187775,0.017925835863823056,0.51422022491074,979
2013-02-12,-0.37139872650756056,-0.04741150966873765,0.08025216818133796,1997
2013-02-13,0.3285467782632905,-0.020347475052099606,0.8072617075688269,237
2013-02-14,-0.1918855581197219,0.012230224262203146,0.3194070705001175,1438
2013-02-15,0.1311082840834506,0.040997048436333075,0.6711677368774196,575
2013-02-16,-0.14954068252820624,0.00026301319560731223,0.34978473502503693,1360
2013-02-17,0.01714487354251374,-0.014712919782483529,0.501494358117666,1013
2013-02-18,0.03845868007488883,-0.0038107897799976444,0.533710294652527,930
2013-02-19,-0.25102597897931367,0.027344667425062877,0.27538109280338535,1537
2013-02-20,0.3767581588119119,-0.013072144540391526,0.8627484186291563,103
2013-02-21,0.2211967152891568,-0.01613670109090591,0.7041224185558866,493
2013-02-22,0.3526896098516159,-0.009807731401541522,0.8419442828077106,158
2013-02-23,0.316952336942384,-0.01921943312307512,0.7967953081769448,260
2013-02-24,0.07941043964913325,0.0023005453619950773,0.5807733893687641,812
2013-02-25,0.33858984461875863,0.03234070821149042,0.8699929571878847,87
2013-02-26,-0.3281155417581991,0.006308724504419734,0.1772555871038562,1785
2013-02-27,-0.24212325346441843,-0.005199931000426581,0.25173921989279047,1587
2013-02-28,-0.3627277122713045,-0.005989086336211715,0.13034560575011958,1925
2013-03-01,-0.13864527878912375,-0.031416677131834006,0.3290004484366783,1409
2013-03-02,-0.08796771164814947,0.017509334585042387,0.42860402729452884,1183
2013-03-03,-0.18183031798061788,-0.0017096048981568891,0.3155224814788607,1445
2013-03-04,0.26408046392180873,-0.0037624592297133786,0.759380409049731,358
2013-03-05,-0.1135068820448635,0.06370929039899649,0.44926481271176866,1128
2013-03-06,-0.17416193564983032,0.005822197209412855,0.33072266591721833,1403
2013-03-07,0.035247323126863864,-0.015188681959804556,0.5191210455246951,967
2013-03-08,-0.2861701634199245,-0.008680012882011704,0.20421222805569927,1720
2013-03-09,0.24284804120349718,0.022816053226034215,0.7647264987871668,339
2013-03-10,-0.33926902845591805,0.0021125472528544494,0.16190592315457197,1837
2013-03-11,0.39060000588067845,-0.028918420524248194,0.8607439897140665,106
2013-03-12,0.2188862720375912,0.018231717733603218,0.7361803941288301,408
2013-03-13,-0.23993699817239683,-0.01351574266868074,0.24560966351655805,1602
2013-03-14,-0.3944918497008531,0.03731309456645009,0.14188364922323285,1893
