,u,n,score,ranking
2013-01-01,-247.4385,-164.0615,0.3933709300858532,1412
2013-01-02,850.38175,-129.88175,0.684013135502965,280
2013-01-03,451.329,-42.82899999999999,0.6046730263106261,592
2013-01-04,187.65175,67.84825000000001,0.5676975174393273,745
2013-01-05,-648.89725,162.39724999999999,0.3736885515328807,1487
2013-01-06,-654.6492499999999,-154.85075,0.2878383126340841,1810
2013-01-07,-813.55,255.05,0.3536762345320758,1559
2013-01-08,708.34,-43.84,0.6695318928353391,336
2013-01-09,191.684,-4.184,0.5494891411541826,813
2013-01-10,394.78125,-146.28125,0.5666757049406316,752
2013-01-11,-719.42875,-277.07125,0.13908023413425413,1997
2013-01-12,831.238,137.262,0.7791571958990496,32
2013-01-13,646.318,137.18200000000002,0.7030635152548326,217
2013-01-14,-544.71,-52.79,0.3421031774832274,1598
2013-01-15,-601.172,10.672,0.3442620194647939,1591
2013-01-16,-596.77875,94.27875,0.3674992158119219,1503
2013-01-17,-386.1265,-288.3735,0.32399382863544174,1675
2013-01-18,35.90575,-103.40575000000001,0.4859255819488042,1068
2013-01-19,-138.43725,140.93725,0.5056857433021493,998
2013-01-20,-401.45525,-228.04475000000002,0.3329000989405585,1630
2013-01-21,213.46825,54.03175,0.5706043439695212,733
2013-01-22,-675.57825,-242.92175,0.25191784009485063,1919
2013-01-23,-399.624,82.124,0.4193938233892854,1318
2013-01-24,-259.89175,-8.60825,0.43139884753197166,1269
2013-01-25,-100.54974999999999,-295.95025,0.3972784013132425,1397
2013-01-26,560.967,214.53300000000002,0.7008249484193654,225
2013-01-27,-572.8842500000001,-139.61575,0.3131073122392774,1713
2013-01-28,16.895500000000002,-152.39550000000003,0.4666045973560867,1136
2013-01-29,175.77724999999998,37.722750000000005,0.5562357442925684,787
2013-01-30,-832.4755,193.9755,0.3306570738314346,1639
2013-01-31,188.763,-199.263,0.5029813350017993,1011
2013-02-01,-618.44475,12.944749999999999,0.33834605433604437,1606
2013-02-02,-810.0475,62.5475,0.3039666215091684,1748
2013-02-03,819.8879999999999,118.612,0.7590980489898238,62
2013-02-04,857.13725,40.36275,0.7416380943011409,103
2013-02-05,595.6959999999999,-71.196,0.6358472821040644,476
2013-02-06,-377.66650000000004,-154.83350000000002,0.36092737355424936,1533
2013-02-07,-756.2997499999999,3.7997499999999995,0.30314325115551066,1753
2013-02-08,342.67674999999997,-208.17675,0.5385095626567982,866
2013-02-09,-155.251,-518.249,0.3240087226950703,1674
2013-02-10,-707.3625,76.86250000000001,0.3328471076302728,1631
2013-02-11,-9.9725,168.47250000000003,0.5427851971099449,842
2013-02-12,-714.83875,-280.66125,0.14904763878051727,1996
2013-02-13,783.754,-170.25400000000002,0.6541736658038941,387
2013-02-14,-462.92949999999996,108.4295,0.41034770385026836,1355
2013-02-15,340.2685,381.2315,0.6841359156625759,279
2013-02-16,-362.65425,1.15425,0.4068952234284759,1362
2013-02-17,28.22375,-137.72375,0.4736338635274487,1110
2013-02-18,79.7185,-39.218500000000006,0.5142103176163978,960
2013-02-19,-595.198,243.698,0.4111710487201728,1352
2013-02-20,876.7684999999999,-95.26849999999999,0.7024941049260525,219
2013-02-21,529.5754999999999,-152.0755,0.5976068113480446,623
2013-02-22,830.56575,-73.06575000000001,0.6956122946729929,243
2013-02-23,756.614,-165.114,0.6497472448008887,409
2013-02-24,185.3315,22.1685,0.5550835052052823,793
2013-02-25,742.7515,238.74849999999998,0.7921710404350364,19
2013-02-26,-769.2775,48.7775,0.3104002146817612,1721
2013-02-27,-573.32025,-46.17975,0.33537375610325826,1620
2013-02-28,-833.133,-65.36699999999999,0.25802308100949184,1899
2013-03-01,-341.4175,-283.0825,0.3345056249467993,1625
2013-03-02,-219.39325,156.89325,0.488494133702099,1063
2013-03-03,-435.52250000000004,-14.9775,0.38178265603630784,1451
2013-03-04,645.3132499999999,-24.813250000000004,0.6553447588964334,380
