,u,b,score,ranking
2013-01-01,-0.024819362080461246,0.4099999999999938,0.8749080237694725,604
2013-01-02,0.09041547543204959,-0.38999999999999496,0.19014286128198324,1023
2013-01-03,0.046671402512347304,-0.38999999999999496,0.146398788362281,1246
2013-01-04,0.020004310989473563,-0.38999999999999496,0.11973169683940732,1399
2013-01-05,-0.0685236577614465,0.4099999999999938,0.8312037280884873,808
2013-01-06,-0.06852848178269308,0.4099999999999938,0.8311989040672406,809
2013-01-07,-0.08811066341629376,0.4099999999999938,0.8116167224336399,912
2013-01-08,0.07350784330505325,0.4099999999999938,0.9732352291549871,138
2013-01-09,0.020495616498708097,0.4099999999999938,0.9202230023486418,393
2013-01-10,0.041887129709275384,0.4099999999999938,0.9416145155592092,285
2013-01-11,-0.09561048699077333,0.4099999999999938,0.8041168988591605,956
2013-01-12,0.0942545845824651,-0.38999999999999496,0.19398197043239887,1006
2013-01-13,0.06676114231015051,0.4099999999999938,0.9664885281600843,162
2013-01-14,-0.05725956371427849,-0.38999999999999496,0.04246782213565523,1770
2013-01-15,-0.06336239240851368,-0.38999999999999496,0.03636499344142013,1800
2013-01-16,-0.06304648387924697,0.4099999999999938,0.8366809019706868,777
2013-01-17,-0.038878937258026186,0.4099999999999938,0.8608484485919076,668
2013-01-18,0.005223900476513837,-0.38999999999999496,0.10495128632644757,1467
2013-01-19,-0.01333838212151056,-0.38999999999999496,0.08638900372842316,1562
2013-01-20,-0.041481557810325344,0.4099999999999938,0.8582458280396085,674
2013-01-21,0.02264319309454219,0.4099999999999938,0.9223705789444759,382
2013-01-22,-0.07182861371952545,-0.38999999999999496,0.027898772130408367,1850
2013-01-23,-0.0412984561428901,0.4099999999999938,0.8584289297070437,673
2013-01-24,-0.026455017191195418,0.4099999999999938,0.8732723686587384,613
2013-01-25,-0.008513389006526574,0.4099999999999938,0.8912139968434072,539
2013-01-26,0.05730780642866895,-0.38999999999999496,0.15703519227860274,1192
2013-01-27,-0.05979262941826166,-0.38999999999999496,0.03993475643167195,1784
2013-01-28,0.0031195018327886018,-0.38999999999999496,0.10284688768272232,1477
2013-01-29,0.018755527922474764,0.4099999999999938,0.9184829137724085,404
2013-01-30,-0.0904373033059343,0.4099999999999938,0.8092900825439996,921
2013-01-31,0.021781584530353948,-0.38999999999999496,0.12150897038028768,1390
2013-02-01,-0.06562256111247547,-0.38999999999999496,0.03410482473745831,1819
2013-02-02,-0.08671706725287776,-0.38999999999999496,0.013010318597055905,1937
2013-02-03,0.0900497216007329,0.4099999999999938,0.9897771074506667,59
2013-02-04,0.09339902076497802,-0.38999999999999496,0.19312640661491187,1010
2013-02-05,0.061952083773358556,-0.38999999999999496,0.16167946962329224,1168
2013-02-06,-0.03880463201525963,0.4099999999999938,0.8609227538346742,667
2013-02-07,-0.08019296304865697,0.4099999999999938,0.8195344228012769,868
2013-02-08,0.037119219452497645,0.4099999999999938,0.9368466053024315,305
2013-02-09,-0.011696887102013479,-0.38999999999999496,0.08803049874792027,1548
2013-02-10,-0.07531973888097795,0.4099999999999938,0.8244076469689559,836
2013-02-11,-0.0006920038276796934,0.4099999999999938,0.8990353820222541,505
2013-02-12,-0.09284968162689014,-0.38999999999999496,0.006877704223043679,1970
2013-02-13,0.08213669456582262,0.4099999999999938,0.9818640804157565,95
2013-02-14,-0.04797138952993047,-0.38999999999999496,0.05175599632000338,1730
2013-02-15,0.03277707102086264,-0.38999999999999496,0.1325044568707964,1325
2013-02-16,-0.03738517063205156,0.4099999999999938,0.8623422152178822,663
2013-02-17,0.0042862183856284325,0.4099999999999938,0.9040136042355622,479
2013-02-18,0.009614670018722226,0.4099999999999938,0.909342055868656,443
2013-02-19,-0.06275649474482839,0.4099999999999938,0.8369708911051055,776
2013-02-20,0.09418953970297794,0.4099999999999938,0.9939169255529118,32
2013-02-21,0.05529917882228914,0.4099999999999938,0.9550265646722229,227
2013-02-22,0.08817240246290399,-0.38999999999999496,0.18789978831283782,1037
2013-02-23,0.079238084235596,-0.38999999999999496,0.17896547008552977,1079
2013-02-24,0.019852609912283284,0.4099999999999938,0.919579995762217,396
2013-02-25,0.08464746115468966,-0.38999999999999496,0.18437484700462337,1056
2013-02-26,-0.08202888543954975,0.4099999999999938,0.8176985004103839,881
2013-02-27,-0.06053081336610462,-0.38999999999999496,0.039196572483829045,1787
2013-02-28,-0.09068192806782613,-0.38999999999999496,0.009045457782107613,1954
2013-03-01,-0.03466131969728092,-0.38999999999999496,0.06506606615265287,1668
2013-03-02,-0.0219919279120374,0.4099999999999938,0.8777354579378964,587
2013-03-03,-0.04545757949515447,-0.38999999999999496,0.05426980635477918,1720
2013-03-04,0.06602011598045218,0.4099999999999938,0.9657475018303859,167
2013-03-05,-0.02837672051121588,-0.38999999999999496,0.07135066533871785,1636
2013-03-06,-0.04354048391245759,-0.38999999999999496,0.05618690193747616,1710
2013-03-07,0.008811830781715966,-0.38999999999999496,0.1085392166316497,1453
2013-03-08,-0.07154254085498113,-0.38999999999999496,0.02818484499495253,1845
2013-03-09,0.060712010300874295,-0.38999999999999496,0.16043939615080793,1175
2013-03-10,-0.08481725711397947,0.4099999999999938,0.8149101287359543,899
2013-03-11,0.09765000147016961,0.4099999999999938,0.9973773873201035,16
2013-03-12,0.054721568009397786,-0.38999999999999496,0.1544489538593315,1204
2013-03-13,-0.05998424954309921,-0.38999999999999496,0.03974313630683449,1785
2013-03-14,-0.09862296242521329,-0.38999999999999496,0.00110442342472048,1998
2013-03-15,0.06336489984103308,-0.38999999999999496,0.16309228569096684,1159
2013-03-16,0.04164408291958972,0.4099999999999938,0.9413714687695235,287
2013-03-17,0.04607404775826374,-0.38999999999999496,0.14580143360819747,1250
2013-03-18,0.05452668348725544,0.4099999999999938,0.9542540693371893,230
2013-03-19,-0.08491845550311562,-0.38999999999999496,0.014808930346818072,1922
2013-03-20,-0.02803424014107921,0.4099999999999938,0.8716931457088546,618
2013-03-21,-0.07655357394490772,-0.38999999999999496,0.023173811905025946,1879
2013-03-22,0.07289329932518501,-0.38999999999999496,0.17262068517511872,1120
2013-03-23,0.024932239515577836,0.4099999999999938,0.9246596253655116,367
2013-03-24,-0.03354778087940388,-0.38999999999999496,0.06617960497052984,1664
2013-03-25,-0.08701571579272876,-0.38999999999999496,0.012711670057204728,1940
2013-03-26,-0.037530921506801276,-0.38999999999999496,0.062196464343132446,1681
2013-03-27,-0.03469072144458435,0.4099999999999938,0.8650366644053494,649
2013-03-28,0.046193849817679135,-0.38999999999999496,0.1459212356676128,1248
