,nl,ns,score,ranking
2013-01-01,-0.056499999999999995,-0.0435,0.5079562507762021,914
2013-01-02,-0.08474999999999999,-0.01525,0.48947381817355284,1183
2013-01-03,-0.041,-0.059,0.5125739288800356,840
2013-01-04,0.1915,-0.29150000000000004,0.5684524545794253,233
2013-01-05,-0.0545,-0.0455,0.44095196458998853,1740
2013-01-06,-0.098,-0.002,0.49362549483686446,1114
2013-01-07,0.7015,0.19849999999999998,0.5789907776594252,174
2013-01-08,-0.02525,-0.07475000000000001,0.5179445206809408,756
2013-01-09,-0.117,0.017,0.4930074224140625,1129
2013-01-10,-0.11675,0.01675,0.5505672556199621,375
2013-01-11,-0.056,-0.044,0.4366401187501525,1769
2013-01-12,-0.068,-0.032,0.4576453928573318,1583
2013-01-13,-0.065,-0.035,0.49286955483361927,1132
2013-01-14,-0.06425,-0.03575,0.38083841023938847,1976
2013-01-15,-0.12725,0.02725,0.43449097942264203,1784
2013-01-16,-0.0835,-0.0165,0.4670399700686313,1474
2013-01-17,-0.08125,-0.01875,0.44274557295051353,1730
2013-01-18,-0.049,-0.051,0.46561580751959486,1496
2013-01-19,-0.1165,0.0165,0.47048424697917013,1428
2013-01-20,-0.060500000000000005,-0.0395,0.3984033550618986,1943
2013-01-21,0.656,0.24399999999999997,0.5747807542027359,191
2013-01-22,-0.09975,-0.00025,0.495645608424628,1077
2013-01-23,-0.1585,0.058499999999999996,0.5373928751303625,527
2013-01-24,-0.060000000000000005,-0.04,0.39604208071134933,1950
2013-01-25,-0.051000000000000004,-0.049,0.3972930598782203,1947
2013-01-26,-0.09525,-0.00475,0.5101423681043358,874
2013-01-27,-0.196,0.096,0.4874631006666562,1219
2013-01-28,-0.14625,0.04625,0.5497585597407695,385
2013-01-29,-0.09825,-0.00175,0.4752095508859254,1366
2013-01-30,-0.07350000000000001,-0.0265,0.47312440786953497,1389
2013-01-31,-0.12575,0.02575,0.49009273430446293,1172
2013-02-01,0.3205,-0.4205,0.5682752542328351,235
2013-02-02,-0.10525000000000001,0.0052499999999999995,0.5112340829970088,860
2013-02-03,-0.10775000000000001,0.00775,0.45975120753137066,1559
2013-02-04,-0.09225,-0.00775,0.5676324932926314,237
