,u1,u2,score,ranking
2013-01-01,-0.01625,-0.08375,0.2842725707581973,1539
2013-01-02,0.0565,-0.1565,0.3877259005395831,1268
2013-01-03,0.258,0.642,0.8714024527791104,103
2013-01-04,0.01,-0.11,0.3193686567190122,1435
2013-01-05,-0.04525,-0.05475,0.24876350899139213,1628
2013-01-06,-0.04525,-0.05475,0.6387175140016116,643
2013-01-07,-0.05,-0.05,0.37140859639407187,1312
2013-01-08,0.03825,-0.13824999999999998,0.7946036747191321,250
2013-01-09,0.0105,-0.1105,0.17251592840014995,1812
2013-01-10,0.02225,-0.12225,0.5316714704979165,917
2013-01-11,-0.05,-0.05,0.031007779005786596,1995
2013-01-12,0.05875,-0.15875,0.2441045331966825,1641
2013-01-13,0.274,0.626,0.8916384908356132,73
2013-01-14,-0.037,-0.063,0.15386411902973138,1848
2013-01-15,-0.041,-0.059000000000000004,0.46230153926159384,1079
2013-01-16,-0.04075,-0.059250000000000004,0.365557384051252,1336
2013-01-17,-0.0245,-0.0755,0.33872310959898166,1394
2013-01-18,0.24575,0.65425,0.8248179628762656,186
2013-01-19,-0.01075,-0.08925,0.10384772114881477,1924
2013-01-20,-0.0255,-0.07450000000000001,0.5892775769800798,778
2013-01-21,0.1395,0.7605,0.8930861263153163,72
2013-01-22,-0.0455,-0.0545,0.47603331889988193,1052
2013-01-23,-0.34950000000000003,0.24950000000000003,0.8078868993335171,224
2013-01-24,-0.017,-0.083,0.11507867208755737,1905
2013-01-25,-0.009,-0.091,0.4262486521027363,1182
2013-01-26,0.033,-0.133,0.36516142504824367,1338
2013-01-27,-0.039,-0.061,0.6245915284162559,682
2013-01-28,0.091,0.8089999999999999,0.8878845600805197,79
2013-01-29,0.00975,-0.10975,0.3237069637278067,1421
2013-01-30,-0.05,-0.05,0.5326297637232591,914
2013-01-31,0.011,-0.111,0.2799870765880798,1549
2013-02-01,-0.04375,-0.05625,0.4863690283947462,1026
2013-02-02,-0.05,-0.05,0.38415630794772493,1281
2013-02-03,0.16725,0.73275,0.9673813711558964,9
2013-02-04,0.05825,-0.15825,0.6799482247720852,539
2013-02-05,0.038,-0.138,0.44128456729274723,1133
2013-02-06,-0.0245,-0.0755,0.15219938174502085,1853
2013-02-07,-0.05,-0.05,0.14053188578922443,1870
2013-02-08,0.02,-0.12000000000000001,0.31710014926341945,1442
2013-02-09,-0.01,-0.09,0.2888038278201587,1527
2013-02-10,-0.2005,0.10049999999999999,0.7049004932418661,483
2013-02-11,-0.003,-0.097,0.548013612648274,871
2013-02-12,-0.05,-0.05,0.4255904333225369,1184
2013-02-13,0.05125,-0.15125,0.2736791779111304,1563
2013-02-14,-0.20149999999999998,0.10149999999999999,0.7398677509995514,382
2013-02-15,0.017,-0.117,0.7107558994375833,472
2013-02-16,-0.023,-0.077,0.11647690473788347,1902
2013-02-17,-0.0005,-0.0995,0.6702816820193771,561
2013-02-18,0.004,-0.10400000000000001,0.5441726297427728,882
2013-02-19,-0.0405,-0.059500000000000004,0.10235116770252803,1926
2013-02-20,0.05875,-0.15875,0.560557438775837,838
2013-02-21,0.03175,-0.13175,0.5427835943762604,887
2013-02-22,0.05475,-0.15475,0.32051942044345844,1431
2013-02-23,0.20875,0.69125,0.9355239876857556,26
2013-02-24,-0.13974999999999999,0.03975000000000001,0.7995602929467466,245
2013-02-25,0.05275,-0.15275,0.71959271686791,444
2013-02-26,-0.05,-0.05,0.3875349492108697,1270
2013-02-27,-0.03925,-0.06075,0.36860900575143585,1323
2013-02-28,-0.05,-0.05,0.529824231502871,924
2013-03-01,-0.02175,-0.07825,0.5014115616781772,984
