,n,b,score,ranking
2013-01-01,0.00903260012950986,0.4043999999999941,0.9099342830602247,305
2013-01-02,-0.0036669689541385018,-0.3955999999999946,0.0972347139765763,1580
2013-01-03,0.012052087831299022,0.4043999999999941,0.9129537707620139,252
2013-01-04,0.029558914197445708,-0.3955999999999946,0.13046059712816052,1071
2013-01-05,-0.005584750425181536,-0.3955999999999946,0.09531693250553329,1625
2013-01-06,-0.005584422069698395,0.4043999999999941,0.8953172608610165,591
2013-01-07,0.03068257337943297,-0.3955999999999946,0.13158425631014783,1063
2013-01-08,0.01444701165234336,0.4043999999999941,0.9153486945830582,210
2013-01-09,-0.010291170649413824,0.4043999999999941,0.8906105122813011,682
2013-01-10,0.00994951794100448,-0.3955999999999946,0.11085120087171929,1303
2013-01-11,-0.01017003678696406,-0.3955999999999946,0.09073164614375076,1692
2013-01-12,-0.010216278002119933,0.4043999999999941,0.8906854049285949,680
2013-01-13,0.00393756250060589,0.4043999999999941,0.9048392454313208,400
2013-01-14,-0.039167287823870765,-0.3955999999999946,0.061734395106844045,1976
2013-01-15,-0.0354000395809755,-0.3955999999999946,0.06550164334973933,1964
2013-01-16,-0.012147433515534288,-0.3955999999999946,0.08875424941518055,1729
2013-01-17,-0.021158305337403274,-0.3955999999999946,0.07974337759331153,1865
2013-01-18,0.0053832637211906585,0.4043999999999941,0.9062849466519055,372
2013-01-19,-0.019062164441138982,0.4043999999999941,0.8818395184895759,822
2013-01-20,-0.029147756957420584,0.4043999999999941,0.8717539259732943,920
2013-01-21,0.028411292447716285,0.4043999999999941,0.9293129753784312,77
2013-01-22,-0.005417208940445536,-0.3955999999999946,0.0954844739902693,1622
2013-01-23,0.0004488811630436435,-0.3955999999999946,0.10135056409375848,1493
2013-01-24,-0.0293966466549839,0.4043999999999941,0.871505036275731,924
2013-01-25,-0.01178933742121849,0.4043999999999941,0.8891123455094964,705
2013-01-26,0.0013167688634824935,0.4043999999999941,0.9022184517941974,452
2013-01-27,-0.023921554479160966,0.4043999999999941,0.8769801284515539,875
2013-01-28,0.006612277436198589,0.4043999999999941,0.9075139603669135,346
2013-01-29,-0.012914456729090891,0.4043999999999941,0.887987226201624,733
2013-01-30,-0.006735557926580351,0.4043999999999941,0.8941661250041345,616
2013-01-31,-0.012935815175302776,0.4043999999999941,0.8879658677554121,734
2013-02-01,0.03614388075946391,0.4043999999999941,0.9370455636901788,31
2013-02-02,-0.0011716274254734735,-0.3955999999999946,0.09973005550524133,1528
2013-02-03,-0.02205590150983277,0.4043999999999941,0.8788457814208821,855
2013-02-04,0.01554921531134895,-0.3955999999999946,0.11645089824206378,1216
2013-02-05,-0.025318555930135284,-0.3955999999999946,0.07558312700057956,1901
2013-02-06,0.0032755889693802578,0.4043999999999941,0.9041772719000951,411
2013-02-07,-0.04009508540831029,0.4043999999999941,0.8608065975224045,971
2013-02-08,-0.027465403908683395,-0.3955999999999946,0.07343627902203138,1917
2013-02-09,0.00303554178666764,-0.3955999999999946,0.10393722471738248,1441
2013-02-10,0.01386764866919337,0.4043999999999941,0.9147693315999083,223
2013-02-11,0.002525682693084592,-0.3955999999999946,0.10342736562379942,1458
2013-02-12,-0.0032146485784796714,0.4043999999999941,0.8976870343522352,553
2013-02-13,-0.006923756842500597,0.4043999999999941,0.8939779260882142,622
2013-02-14,-0.03047212273806339,0.4043999999999941,0.8704295601926515,931
2013-02-15,-0.015298567098608978,-0.3955999999999946,0.08560311583210584,1787
2013-02-16,-0.010114458349910578,-0.3955999999999946,0.09078722458080425,1690
2013-02-17,0.02024076159366349,0.4043999999999941,0.9211424445243783,145
2013-02-18,0.005970682860654421,-0.3955999999999946,0.10687236579136923,1381
2013-02-19,-0.03616248603796947,-0.3955999999999946,0.06473919689274532,1968
2013-02-20,0.00557999645718108,-0.3955999999999946,0.1064816793878959,1390
2013-02-21,-0.008603328539041149,-0.3955999999999946,0.09229835439167366,1674
2013-02-22,-0.014440122936833976,-0.3955999999999946,0.08646155999388083,1770
2013-02-23,0.01133184284610254,-0.3955999999999946,0.11223352577681736,1277
2013-02-24,0.01971830751920422,-0.3955999999999946,0.12061999044991903,1156
2013-02-25,0.01772391945160918,0.4043999999999941,0.918625602382324,174
