,n,b,score,ranking
2013-01-01,181.39774999999997,514.10225,0.7748357076505616,305
2013-01-02,-76.25775,-503.24225,0.24308678494144076,1580
2013-01-03,237.178,511.322,0.7823844269050346,252
2013-01-04,428.78625,-499.28625,0.3261514928204013,1071
2013-01-05,-118.0435,-506.4565,0.2382923312638332,1625
2013-01-06,-108.14075,517.64075,0.738293152152541,591
2013-01-07,437.28075,-499.78075,0.3289606407753696,1063
2013-01-08,276.90325,513.59675,0.7883717364576455,210
2013-01-09,-193.833,512.3330000000001,0.7265262807032524,682
2013-01-10,198.76425,-501.26425,0.2771280021792982,1303
2013-01-11,-189.74124999999998,-501.75874999999996,0.2268291153593769,1692
2013-01-12,-191.833,512.3330000000001,0.7267135123214872,680
2013-01-13,85.6395,514.8605,0.7620981135783017,400
2013-01-14,-475.71925,-499.78075,0.1543359877671101,1976
2013-01-15,-463.9665,-499.5335,0.16375410837434834,1964
2013-01-16,-227.483,-501.017,0.22188562353795135,1729
2013-01-17,-362.24675,-502.25325,0.19935844398327882,1865
2013-01-18,113.6395,514.8605,0.7657123666297637,372
2013-01-19,-334.59125,513.09125,0.7045987962239395,822
2013-01-20,-431.3275,511.8275,0.6793848149332354,920
2013-01-21,414.20000000000005,509.3,0.8232824384460777,77
2013-01-22,-115.29075,-506.20925,0.23871118497567323,1622
2013-01-23,9.753250000000001,-502.25325,0.25337641023439617,1493
2013-01-24,-434.822,511.322,0.6787625906893271,924
2013-01-25,-218.60225000000003,514.10225,0.7227808637737408,705
2013-01-26,32.375750000000004,516.1242500000001,0.7555461294854933,452
2013-01-27,-388.60225,514.10225,0.6924503211288848,875
2013-01-28,139.13400000000001,515.366,0.7687849009172836,346
2013-01-29,-243.56925,511.06925,0.7199680655040598,733
2013-01-30,-131.877,516.377,0.7354153125103362,616
2013-01-31,-244.56925,511.06925,0.7199146693885301,734
2013-02-01,460.45275000000004,509.04725,0.8426139092254469,31
2013-02-02,-22.774250000000002,-504.72575,0.2493251387631033,1528
2013-02-03,-368.60225,514.10225,0.6971144535522049,855
2013-02-04,287.74225,-503.24225,0.29112724560515946,1216
2013-02-05,-398.98850000000004,-501.51149999999996,0.18895781750144888,1901
2013-02-06,73.37575000000001,516.1242500000001,0.7604431797502378,411
2013-02-07,-481.3165,510.8165,0.6520164938060112,971
2013-02-08,-415.483,-501.017,0.18359069755507845,1917
2013-02-09,62.74225,-503.24225,0.2598430617934562,1441
2013-02-10,265.16700000000003,512.3330000000001,0.7869233289997706,223
2013-02-11,46.9785,-504.4785,0.25856841405949854,1458
2013-02-12,-66.3495,513.8495,0.744217585880588,553
2013-02-13,-136.61325,515.11325,0.7349448152205356,622
2013-02-14,-441.06375,510.56375,0.6760739004816286,931
2013-02-15,-284.74125000000004,-501.75874999999996,0.21400778958026456,1787
2013-02-16,-188.23575,-501.26425,0.22696806145201062,1690
2013-02-17,345.189,510.31100000000004,0.8028561113109458,145
2013-02-18,123.48400000000001,-503.984,0.26718091447842307,1381
2013-02-19,-467.472,-500.028,0.1618479922318633,1968
2013-02-20,113.98949999999999,-503.4895,0.26620419846973975,1390
2013-02-21,-169.0215,-504.4785,0.23074588597918416,1674
2013-02-22,-268.9775,-500.5225,0.21615389998470205,1770
2013-02-23,224.0225,-500.5225,0.2805838144420434,1277
2013-02-24,343.29175,-498.79175,0.30154997612479756,1156
2013-02-25,314.6725,511.8275,0.7965640059558099,174
2013-02-26,-318.74125000000004,-501.75874999999996,0.20803912383886808,1821
2013-02-27,-144.505,-502.995,0.23453938120743928,1648
2013-02-28,118.74225,-503.24225,0.26656317157017817,1385
2013-03-01,330.517,-501.017,0.29877725635611796,1171
2013-03-02,-198.75225,-502.74775,0.2260412881077355,1702
2013-03-03,-96.27975,-505.22024999999996,0.24071705116680914,1602
