,u,b,score,ranking
2013-01-01,-119.80099999999999,516.3009999999999,0.6872700594236812,604
2013-01-02,458.1635,-480.6635,0.4753571532049581,1023
2013-01-03,237.84475,-483.34475,0.36599697090570255,1246
2013-01-04,90.69475,-489.19475,0.2993292420985183,1399
2013-01-05,-326.10725,518.60725,0.5780093202212182,808
2013-01-06,-326.851,518.351,0.5779972601681014,809
2013-01-07,-433.18225,521.68225,0.5290418060840998,912
2013-01-08,354.9115,507.58849999999995,0.9330880728874675,138
2013-01-09,93.50525,513.99475,0.8005575058716043,393
2013-01-10,206.11775,509.38225,0.8540362888980227,285
2013-01-11,-475.901,520.401,0.5102922471479012,956
2013-01-12,476.86975,-482.36975,0.48495492608099716,1006
2013-01-13,329.63025,508.86974999999995,0.9162213204002109,162
2013-01-14,-278.35524999999996,-491.14475000000004,0.10616955533913808,1770
2013-01-15,-306.1615,-493.3385,0.09091248360355031,1800
2013-01-16,-294.851,518.351,0.5917022549267169,777
2013-01-17,-185.59475,518.09475,0.6521211214797689,668
2013-01-18,20.74475,-487.24475,0.2623782158161189,1467
2013-01-19,-70.84275,-490.65725,0.21597250932105788,1562
2013-01-20,-193.901,520.401,0.645614570099021,674
2013-01-21,104.50525,513.99475,0.8059264473611898,382
2013-01-22,-354.2115,-495.2885,0.06974693032602092,1850
2013-01-23,-192.901,520.401,0.6460723242676091,673
2013-01-24,-129.3135,516.8135,0.6831809216468459,613
2013-01-25,-48.650999999999996,510.15099999999995,0.728034992108518,539
2013-01-26,290.1385,-481.6385,0.3925879806965068,1192
2013-01-27,-290.649,-492.851,0.09983689107917987,1784
2013-01-28,9.282250000000001,-485.78225,0.2571172192068058,1477
2013-01-29,83.274,513.226,0.7962072844310213,404
2013-01-30,-441.66975,521.16975,0.5232252063599989,921
2013-01-31,99.20724999999999,-488.70725000000004,0.3037724259507192,1390
2013-02-01,-323.45525,-495.04475,0.08526206184364576,1819
2013-02-02,-441.2115,-495.2885,0.03252579649263976,1937
2013-02-03,436.9865,504.51349999999996,0.9744427686266666,59
2013-02-04,471.40725,-480.90725,0.4828160165372797,1010
2013-02-05,315.35725,-482.85725,0.40419867405823057,1168
2013-02-06,-184.851,518.351,0.6523068845866853,667
2013-02-07,-388.15725,520.65725,0.5488360570031919,868
2013-02-08,183.04275,512.4572499999999,0.8421165132560784,305
2013-02-09,-59.524,-487.976,0.22007624686980065,1548
2013-02-10,-357.951,522.451,0.5610191174223894,836
2013-02-11,-15.675999999999998,511.176,0.7475884550556351,505
2013-02-12,-472.99275,-496.50725,0.017194260557609198,1970
2013-02-13,400.9865,504.51349999999996,0.954660201039391,95
2013-02-14,-234.94275,-494.55725,0.12938999080000846,1730
2013-02-15,164.45100000000002,-488.951,0.331261142176991,1325
2013-02-16,-180.08225,517.5822499999999,0.6558555380447055,663
2013-02-17,11.092749999999999,510.40725,0.7600340105889054,479
2013-02-18,42.48025,515.0197499999999,0.7733551396716398,443
2013-02-19,-293.59475,518.09475,0.5924272277627636,776
2013-02-20,461.9365,506.5635,0.9847923138822793,32
2013-02-21,266.9365,506.5635,0.8875664116805573,227
2013-02-22,444.40725,-480.90725,0.46974947078209456,1037
2013-02-23,402.651,-481.151,0.4474136752138244,1079
2013-02-24,90.50525,513.99475,0.7989499894055425,396
2013-02-25,425.651,-481.151,0.4609371175115584,1056
2013-02-26,-399.61975,519.11975,0.5442462510259598,881
2013-02-27,-293.1615,-493.3385,0.0979914312095726,1787
2013-02-28,-458.2115,-495.2885,0.022613644455269033,1954
2013-03-01,-174.649,-492.851,0.16266516538163217,1668
2013-03-02,-105.36349999999999,518.8634999999999,0.6943386448447411,587
2013-03-03,-224.94275,-494.55725,0.13567451588694796,1720
2013-03-04,325.14275,508.35724999999996,0.9143687545759647,167
2013-03-05,-143.1365,-492.36350000000004,0.17837666334679464,1636
2013-03-06,-214.94275,-494.55725,0.14046725484369038,1710
2013-03-07,36.938500000000005,-489.4385,0.27134804157912423,1453
2013-03-08,-350.1865,-494.3135,0.07046211248738132,1845
2013-03-09,307.86975,-482.36975,0.40109849037701983,1175
2013-03-10,-417.36350000000004,518.8634999999999,0.5372753218398854,899
2013-03-11,478.70525,505.79474999999996,0.9934434683002586,16
2013-03-12,278.38225,-481.88225,0.3861223846483287,1204
2013-03-13,-291.649,-492.851,0.0993578407670862,1785
2013-03-14,-503.1865,-494.3135,0.0027610585618011996,1998
2013-03-15,323.626,-482.126,0.4077307142274171,1159
2013-03-16,204.374,509.126,0.8534286719238086,287
2013-03-17,234.33225,-483.83225000000004,0.36450358402049365,1250
2013-03-18,263.9365,506.5635,0.8856351733429728,230
2013-03-19,-427.91774999999996,-493.58225000000004,0.03702232586704518,1922
2013-03-20,-134.82600000000002,517.326,0.6792328642721364,618
2013-03-21,-383.45525,-495.04475,0.05793452976256486,1879
2013-03-22,363.601,-483.101,0.43155171293779676,1120
2013-03-23,119.50525,513.99475,0.811649063413779,367
2013-03-24,-170.40525,-493.09475,0.1654490124263246,1664
2013-03-25,-443.48024999999996,-496.01975000000004,0.03177917514301182,1940
