,u,n,score,ranking
2013-01-01,-0.09225,-0.00775,0.3820724433427588,1283
2013-01-02,0.8975,0.0024999999999999996,0.8440338380471357,152
2013-01-03,-0.0975,-0.0025,0.6810655756110935,548
2013-01-04,-0.10625000000000001,0.00625,0.5862740974939529,794
2013-01-05,-0.112,0.012,0.24308660487861422,1610
2013-01-06,-0.09275,-0.00725,0.20873203725535522,1708
2013-01-07,-0.12325,0.02325,0.17632066111375,1790
2013-01-08,-0.04525,-0.05475,0.7875184445990968,280
2013-01-09,-0.09975,-0.00025,0.5804646635075983,813
2013-01-10,-0.093,-0.007,0.65151382865388,633
2013-01-11,-0.07175000000000001,-0.02825,0.06798279023118313,2000
2013-01-12,0.8865000000000001,0.0135,0.8936087896568164,28
2013-01-13,-0.10625,0.0062499999999999995,0.7806909905821862,300
2013-01-14,-0.09725,-0.00275,0.26424473740025667,1554
2013-01-15,-0.1015,0.0015,0.24679978811017794,1600
2013-01-16,-0.10800000000000001,0.008,0.25704239223682906,1575
2013-01-17,-0.08325,-0.01675,0.31214287722989936,1454
2013-01-18,-0.09475,-0.00525,0.5092240917588644,992
2013-01-19,-0.10975,0.00975,0.4614413085061292,1107
2013-01-20,-0.08775,-0.01225,0.3078975236950486,1464
2013-01-21,-0.10525000000000001,0.00525,0.5953534744212362,773
2013-01-22,-0.08625,-0.01375,0.18446345242916537,1762
2013-01-23,-0.10750000000000001,0.0075,0.3430443184768451,1374
2013-01-24,-0.0995,-0.0005,0.3923766449890037,1264
2013-01-25,-0.0825,-0.0175,0.4325533510555186,1168
2013-01-26,-0.11675,0.01675,0.7514355562035544,377
2013-01-27,-0.093,-0.007,0.24504719419072682,1604
2013-01-28,-0.09275,-0.00725,0.49518250199060165,1029
2013-01-29,-0.10400000000000001,0.004,0.5779430390342528,822
2013-01-30,-0.1165,0.0165,0.16013307716457248,1840
2013-01-31,-0.0905,-0.0095,0.5657194451415828,849
2013-02-01,-0.10125,0.00125,0.23765289594679267,1629
2013-02-02,-0.10675000000000001,0.00675,0.16061760439483508,1838
2013-02-03,0.88025,0.01975,0.8729705419479296,79
2013-02-04,0.894,0.006,0.8760344575651919,69
2013-02-05,-0.096,-0.004,0.7393773217115025,400
2013-02-06,-0.09275,-0.00725,0.3271392109257222,1412
2013-02-07,-0.10175000000000001,0.00175,0.1798605688660346,1778
2013-02-08,-0.09025,-0.00975,0.6259436409700134,685
