,nl,ns,score,ranking
2013-01-01,0.03613040051803938,-0.006687357733590074,0.5329853494911548,705
2013-01-02,-0.01466787581655406,-0.0013807616910014402,0.48749366919915005,1156
2013-01-03,0.048208351325196123,-0.007859774193845847,0.5438908838380558,592
2013-01-04,0.11823565678978289,-0.003015190280236646,0.6187627732162517,160
2013-01-05,-0.022339001700726155,-0.018871721653384136,0.4623315833525953,1395
2013-01-06,-0.022337688278793746,0.00219736208988313,0.4834019805177949,1207
2013-01-07,0.12273029351773192,7.647976977600823e-05,0.6263490799942136,131
2013-01-08,0.057788046609373436,-0.00810646129452815,0.5532238920215509,521
2013-01-09,-0.04116468259765542,0.006656881700477781,0.4690345058095279,1337
2013-01-10,0.039798071764017943,0.009440126392419338,0.5527805048631428,523
2013-01-11,-0.04068014714785623,-0.01601117362753601,0.4468509859313133,1516
2013-01-12,-0.04086511200847978,-0.007562822769508384,0.45511437192871734,1441
2013-01-13,0.015750250002423437,-0.007626998481719228,0.5116655582274098,911
2013-01-14,-0.15666915129548312,-0.009334605994934922,0.3375385494162875,1967
2013-01-15,-0.141600158323902,0.008359173435471202,0.3703013218182748,1910
2013-01-16,-0.04858973406213711,-0.001873836371574302,0.45307873627299416,1462
2013-01-17,-0.08463322134961308,-0.002580723396952373,0.41632836196014,1735
2013-01-18,0.021533054884762724,-0.019974198627913782,0.5051011629635545,983
2013-01-19,-0.07624865776455605,0.00641860531824601,0.4337122542603954,1628
2013-01-20,-0.11659102782968245,-0.012328158932381005,0.374623119944642,1900
2013-01-21,0.11364516979086509,0.0006637513188170428,0.6178512278163877,165
2013-01-22,-0.021668835761782114,0.002838194395735668,0.4847116653406591,1187
2013-01-23,0.0017955246521746586,0.013671010974540272,0.5190088423334205,829
2013-01-24,-0.11758658661993575,-0.013023778975037405,0.37293194111173233,1905
2013-01-25,-0.0471573496848738,-0.030130696542054518,0.4262542604797772,1674
2013-01-26,0.005267075453930068,0.0019029204636907082,0.5107123026243263,924
2013-01-27,-0.0956862179166437,0.01806953683126227,0.4259256256213243,1680
2013-01-28,0.026449109744794433,0.01245388854554812,0.5424453049970481,606
2013-01-29,-0.05165782691636363,0.002161019168899991,0.4540454989592419,1454
2013-01-30,-0.02694223170632138,-0.004851936840166722,0.4717481381602174,1315
2013-01-31,-0.05174326070121101,0.008135650982526828,0.45993469698802136,1409
2013-02-01,0.14457552303785576,-0.00967103698089097,0.6384467927636703,96
2013-02-02,-0.004686509701893917,0.004828002709715957,0.5036837997145276,999
2013-02-03,-0.08822360603933121,0.005119126607820035,0.4204378272751943,1716
2013-02-04,0.06219686124539578,0.010666524091142505,0.5764056920432439,356
2013-02-05,-0.10127422372054114,0.02766102540526455,0.42992910839142906,1656
2013-02-06,0.013102355877521215,0.003988584687941429,0.5206332472721682,812
2013-02-07,-0.16038034163324108,-0.005025211240921252,0.338136753832543,1965
2013-02-08,-0.10986161563473365,-0.00019131810576622035,0.39348937296620556,1833
2013-02-09,0.012142167146670624,-0.017626334032737428,0.49805813982063873,1057
2013-02-10,0.055470594676773496,-0.006882706294736828,0.5521301950887423,529
2013-02-11,0.010102730772338402,-0.004028399364977299,0.5096166381140667,936
2013-02-12,-0.012858594313918519,-0.005176458963192185,0.48550725342959483,1176
2013-02-13,-0.027695027370002318,0.0015879737364909428,0.4774352530731941,1269
2013-02-14,-0.12188849095225353,-0.008159774307668278,0.3734940414467838,1902
2013-02-15,-0.061194268394435855,0.011274731689398451,0.45362277000166806,1457
2013-02-16,-0.040457833399642304,6.649566533571349e-05,0.463150968972399,1392
2013-02-17,0.08096304637465414,-2.85781952323705e-05,0.5844767748861273,318
2013-02-18,0.02388273144261764,-0.003214522148975439,0.5242105160003477,787
2013-02-19,-0.14464994415187787,0.0016163318547435263,0.36050869440957106,1928
2013-02-20,0.02231998582872434,0.00831540766283007,0.5341777001982599,691
2013-02-21,-0.03441331415616459,-0.008606877140955269,0.46052211540958565,1405
2013-02-22,-0.05776049174733591,-0.006516739874598838,0.43926507508477075,1575
2013-02-23,0.04532737138441019,-0.002972835271612918,0.5458968428195028,579
2013-02-24,0.07887323007681693,-0.013394284218578424,0.569021252564944,400
2013-02-25,0.07089567780643669,-0.008128153581061233,0.566309830932081,413
2013-02-26,-0.07074413358067036,-0.004697783719292857,0.42810038940674233,1666
2013-02-27,-0.028343721790956407,0.008808316823281016,0.48400690173903016,1193
2013-02-28,0.02289434278942582,0.0026900383061729833,0.5291266878023043,738
2013-03-01,0.07443687844692948,0.002000324129829188,0.5799795092834642,343
2013-03-02,-0.04194067075048251,0.008573404637833442,0.4701750405940565,1326
2013-03-03,-0.018459449855964642,-0.001309292867840217,0.48377356398290067,1199
2013-03-04,-0.09211352964334141,0.003969073515442631,0.4153978505788067,1739
2013-03-05,-0.09930326164931293,-0.00096779251317121,0.4032712525442214,1800
2013-03-06,0.061395334068676435,0.002718048510150022,0.5676556892855321,408
2013-03-07,0.1048924705628067,-0.005763161559962098,0.6026716157095501,220
2013-03-08,-0.009367541449285949,-0.024323746566610613,0.46985101869080903,1332
2013-03-09,0.07667590010850266,-0.0012783666057093032,0.578939840209499,347
2013-03-10,0.02532415028095141,0.014291906377153125,0.54315836336481,600
2013-03-11,-0.055216312091269135,0.009326579038569687,0.457652573654006,1418
2013-03-12,0.025304916717813965,0.009718399862065496,0.538565623286585,649
2013-03-13,0.11943619359441816,0.012425732234215895,0.6354042325353397,99
2013-03-14,-0.006472814851655377,0.0009510009257681059,0.4980204927808183,1058
2013-03-15,0.12156476074226119,0.002037582090209696,0.6271446495391765,128
2013-03-16,-0.21318634005003861,-0.006112093938189754,0.28424387271847695,1991
2013-03-17,0.062145468627158605,-0.003096303544116743,0.5625914717897474,444
2013-03-18,0.0033570337361943986,0.006222136513865186,0.5131214769567651,891
2013-03-19,-0.027527319760128618,0.01210326938784189,0.4881182563344188,1148
2013-03-20,0.003734130399980948,-0.0013300377406562421,0.5059463993660303,973
2013-03-21,-0.16261224489093057,-0.0044374676323603625,0.3364925941834145,1968
2013-03-22,-0.021180482749860244,6.970460471971242e-05,0.482431528561565,1214
2013-03-23,0.024962273998080382,0.006076492505444884,0.5345810732102309,688
2013-03-24,0.11462479185646209,-0.014374123145181668,0.6037929754179859,214
2013-03-25,-0.04506834918475107,-0.02289738451521864,0.43557657300673586,1616
2013-03-26,-0.06828621995431428,-0.0054409434787620805,0.4298151432736292,1657
2013-03-27,-0.0437472952096222,-0.01214269924298784,0.4476523122540955,1509
2013-03-28,0.0696254376933067,-0.0050169769603193885,0.5681507674396928,404
2013-03-29,0.022693357049915527,-0.001413378172020956,0.5248222855846001,778
2013-03-30,-0.04598754802422242,-0.004468059074076401,0.45308669960840675,1461
2013-03-31,0.03745466292620921,0.014589100360861168,0.5555860699937759,501
2013-04-01,0.004159472224983982,0.003331872662176969,0.5110336515938665,920
2013-04-02,0.07388486751977189,0.0030691686122620554,0.5804963428387395,337
2013-04-03,-0.059770979233047465,0.006286496456587777,0.4500578239302459,1487
2013-04-04,-0.02981970345068071,-0.01132390616165396,0.46239869709437087,1394
2013-04-05,-0.03497538397343181,0.010455542890356433,0.4790224656236301,1249
2013-04-06,-0.12068792757342886,-0.0006932178492008551,0.38216116128407596,1873
2013-04-07,0.020082890442306864,0.00676923118856588,0.5303944283375783,731
2013-04-08,0.017277690051531937,-0.0106541473142478,0.5101658494439897,930
2013-04-09,-0.003197655191462435,-0.015473162644006886,0.4848714888712362,1183
2013-04-10,-0.022373702392871057,0.008243321596404007,0.4894119259102385,1141
2013-04-11,-0.11683639108689245,0.00382852027712892,0.39053443589694203,1842
2013-04-12,-0.03725835754408801,-0.008956090527421367,0.4573278586351962,1423
2013-04-13,-0.031023893045000868,-0.008632205796593202,0.46388620786511153,1384
2013-04-14,-0.06778891326058877,0.011318772860301446,0.4470721663064182,1513
2013-04-15,-0.016509588656140023,-0.011829693912519566,0.475203024138046,1288
2013-04-16,0.02871733682230384,0.016491154548713374,0.5487507980777228,553
2013-04-17,0.14728814037398316,-0.008941782330324922,0.6418886647503639,81
2013-04-18,0.010359493303687843,0.0064483442722375675,0.5203501442826309,815
2013-04-19,0.01699729953496184,-0.003221759741336097,0.5173178465003313,851
2013-04-20,-0.009562404984152624,0.006096299326977185,0.5000762010495301,1038
2013-04-21,-0.1571084289467826,-0.005376715004988192,0.34105716275493475,1961
2013-04-22,-0.005727841758796603,-0.0015635040445691945,0.49625096090333976,1077
2013-04-23,0.0012116850724229167,0.00047361677011096783,0.5052276085492394,981
