,u,n,score,ranking
2013-01-01,-0.06204840520115308,-0.04428128173258012,0.3933709300858532,1412
2013-01-02,0.22603868858012383,-0.04172617009674519,0.684013135502965,280
2013-01-03,0.11667850628086829,-0.011706096989828501,0.6046730263106261,592
2013-01-04,0.050010777473684036,0.01798612294605683,0.5676975174393273,745
2013-01-05,-0.17130914440361622,0.04529707891691034,0.3736885515328807,1487
2013-01-06,-0.17132120445673293,-0.040541099928769406,0.2878383126340841,1810
2013-01-07,-0.22027665854073494,0.07425227605322397,0.3536762345320758,1559
2013-01-08,0.18376960826263322,-0.01393833244688058,0.6695318928353391,336
2013-01-09,0.05123904124677005,-0.0014505171121739421,0.5494891411541826,813
2013-01-10,0.10471782427318835,-0.0377427363521433,0.5666757049406316,752
2013-01-11,-0.23902621747693314,-0.12159416540839932,0.13908023413425413,1997
2013-01-12,0.23563646145616307,0.04382011742330032,0.7791571958990496,32
2013-01-13,0.16690285577537656,0.03646004245986953,0.7030635152548326,217
2013-01-14,-0.1431489092856964,-0.014448530250662783,0.3421031774832274,1598
2013-01-15,-0.1584059810212844,0.0029673834664914645,0.3442620194647939,1591
2013-01-16,-0.1576162096981173,0.02541480849045287,0.3674992158119219,1503
2013-01-17,-0.09719734314506544,-0.07850944523907921,0.32399382863544174,1675
2013-01-18,0.01305975119128464,-0.026834786262066854,0.4859255819488042,1068
2013-01-19,-0.03334595530377647,0.039331081586339287,0.5056857433021493,998
2013-01-20,-0.10370389452581352,-0.0630966235532146,0.3329000989405585,1630
2013-01-21,0.05660798273635546,0.01429574421357934,0.5706043439695212,733
2013-01-22,-0.1795715342988136,-0.06821124262592232,0.25191784009485063,1919
2013-01-23,-0.10324614035722524,0.022939346726924166,0.4193938233892854,1318
2013-01-24,-0.06613754297798842,-0.0021642265096263108,0.43139884753197166,1269
2013-01-25,-0.021283472516316383,-0.08113874319002756,0.3972784013132425,1397
2013-01-26,0.14326951607167238,0.05785481532810642,0.7008249484193654,225
2013-01-27,-0.1494815735456545,-0.03711173123465457,0.3131073122392774,1713
2013-01-28,0.007798754581971477,-0.04089477424547121,0.4666045973560867,1136
2013-01-29,0.0468888198061869,0.009646307466795035,0.5562357442925684,787
2013-01-30,-0.2260932582648356,0.057049715076683535,0.3306570738314346,1639
2013-01-31,0.054453961325884856,-0.05117324334367199,0.5029813350017993,1011
2013-02-01,-0.16405640278118863,0.0027018400976464734,0.33834605433604437,1606
