,nl,ns,score,ranking
2013-01-01,280.51775,-194.01775,0.5079562507762021,914
2013-01-02,-131.0515,-51.448499999999996,0.48947381817355284,1183
2013-01-03,377.53475000000003,-217.03475,0.5125739288800356,840
2013-01-04,811.28275,-43.78275,0.5684524545794253,233
2013-01-05,-220.509,-518.991,0.44095196458998853,1740
2013-01-06,-176.0895,62.5895,0.49362549483686446,1114
2013-01-07,807.3625,19.1375,0.5789907776594252,174
2013-01-08,456.20175,-211.70175,0.5179445206809408,756
2013-01-09,-317.3435,188.8435,0.4930074224140625,1129
2013-01-10,348.87675,276.62325,0.5505672556199621,375
2013-01-11,-340.14875,-428.35125,0.4366401187501525,1769
2013-01-12,-353.03200000000004,-229.46800000000002,0.4576453928573318,1583
2013-01-13,103.408,-234.908,0.49286955483361927,1132
2013-01-14,-811.4245000000001,-164.0755,0.38083841023938847,1976
2013-01-15,-931.92325,148.42325,0.43449097942264203,1784
2013-01-16,-403.415,-70.08500000000001,0.4670399700686313,1474
2013-01-17,-639.675,-89.82499999999999,0.44274557295051353,1730
2013-01-18,93.48775,-588.98775,0.46561580751959486,1496
2013-01-19,-584.8262500000001,157.32625000000002,0.47048424697917013,1428
2013-01-20,-695.9212500000001,-246.57875,0.3984033550618986,1943
2013-01-21,773.38325,36.11675,0.5747807542027359,191
2013-01-22,-163.55575,87.05574999999999,0.495645608424628,1077
2013-01-23,68.573,404.927,0.5373928751303625,527
2013-01-24,-692.7882500000001,-256.71175,0.39604208071134933,1950
2013-01-25,-313.54375,-632.95625,0.3972930598782203,1947
2013-01-26,61.6515,64.8485,0.5101423681043358,874
2013-01-27,-678.1052500000001,459.60525,0.4874631006666562,1219
2013-01-28,254.595,360.905,0.5497585597407695,385
2013-01-29,-415.14125,49.64125,0.4752095508859254,1366
2013-01-30,-237.01299999999998,-151.487,0.47312440786953497,1389
2013-01-31,-397.58525,226.08524999999997,0.49009273430446293,1172
2013-02-01,940.96625,-175.46625,0.5682752542328351,235
2013-02-02,-11.788250000000001,152.28825,0.5112340829970088,860
2013-02-03,-667.818,109.31800000000001,0.45975120753137066,1559
2013-02-04,481.22425,282.27575,0.5676324932926314,237
2013-02-05,-635.07575,720.57575,0.5079493184742259,915
2013-02-06,136.9145,131.58550000000002,0.5202535789297069,732
2013-02-07,-866.53025,-97.96975,0.38929240316332375,1965
2013-02-08,-769.588,-28.912000000000003,0.43295133975027855,1799
2013-02-09,30.2215,-524.7215,0.4656161641712282,1495
2013-02-10,439.90875,-180.40875,0.5195555007225441,741
2013-02-11,82.69525,-114.19525,0.4983363531066709,1032
2013-02-12,-130.50775,-167.99225,0.4811153759322232,1299
2013-02-13,-232.426,32.926,0.4887536870213786,1200
2013-02-14,-745.58175,-169.91825,0.4055134021720736,1916
2013-02-15,-458.87875,311.37875,0.49203355626337636,1148
2013-02-16,-333.7365,-8.7635,0.4769732380749655,1343
2013-02-17,620.155,23.345,0.5526236032824805,357
2013-02-18,198.46725,-87.96725,0.5089835465656001,890
2013-02-19,-894.75275,15.252749999999999,0.4157277593283378,1880
2013-02-20,216.11149999999998,250.38850000000002,0.5368316550864306,534
2013-02-21,-304.85625,-258.64375,0.45906763058641165,1564
2013-02-22,-469.039,-194.461,0.44970098775782064,1664
2013-02-23,378.119,-65.619,0.5229906637226267,688
2013-02-24,588.0297499999999,-346.52975,0.5179032030379672,759
2013-02-25,552.039,-201.539,0.5260825594627725,650
2013-02-26,-551.0264999999999,-141.4735,0.4461336020002516,1693
2013-02-27,-198.18425000000002,263.68425,0.5063991107252575,935
2013-02-28,217.75975,98.74025,0.5231272047952262,684
2013-03-01,579.29525,75.20475,0.5536170041403066,346
2013-03-02,-304.45349999999996,257.95349999999996,0.4973137371619348,1047
2013-03-03,-166.01625,-53.48375,0.48728275645682423,1220
2013-03-04,-697.515,70.015,0.4544448725479208,1628
2013-03-05,-716.31275,-45.187250000000006,0.43760912497265403,1762
2013-03-06,494.27175,92.22825,0.5472603498547006,414
2013-03-07,762.12,-110.62,0.5532430349882516,349
2013-03-08,-129.67000000000002,-646.83,0.4354290649640726,1777
2013-03-09,593.5965,-12.096499999999999,0.5468196658399436,419
2013-03-10,247.77949999999998,407.7205,0.5536505046548802,345
2013-03-11,-419.8425,259.3425,0.4908993973257836,1161
2013-03-12,237.35224999999997,284.14775,0.5422047173902,479
2013-03-13,697.5350000000001,244.96500000000003,0.6078050963684538,58
2013-03-14,-42.2705,32.7705,0.5004251378185384,1010
2013-03-15,791.85275,60.64725,0.5831650754758402,148
2013-03-16,-902.39,-92.11,0.353571447409654,1995
2013-03-17,498.83525000000003,-65.33525,0.5331933038180849,567
2013-03-18,63.29075,197.20925,0.5197466321561871,740
2013-03-19,-168.6325,370.1325,0.515146743405927,799
2013-03-20,33.98125,-37.48125,0.5011018819347501,1004
2013-03-21,-876.14825,-87.35175,0.38936682264867006,1964
2013-03-22,-181.80675,-9.69325,0.48902960457953937,1192
2013-03-23,236.01775,190.48225,0.5328857972988152,574
2013-03-24,806.3720000000001,-326.872,0.5377983318337373,521
2013-03-25,-334.06600000000003,-538.434,0.4166819652578867,1873
2013-03-26,-535.7215,-161.7785,0.44581189861805104,1698
2013-03-27,-372.08375,-343.41625,0.4443943371729192,1716
2013-03-28,547.1030000000001,-116.60300000000001,0.5330666009439209,570
2013-03-29,196.79675,-31.296750000000003,0.5127430475125474,835
2013-03-30,-384.9,-140.6,0.46218077958607273,1526
2013-03-31,325.73625000000004,398.76374999999996,0.5619750600174365,276
2013-04-01,59.8835,110.6165,0.51302249658246,830
2013-04-02,573.1765,101.3235,0.5559441085169152,326
2013-04-03,-468.5355,163.0355,0.4804525239072175,1306
2013-04-04,-276.98675000000003,-336.51324999999997,0.4551460647255924,1614
2013-04-05,-246.231,310.731,0.5063723870288988,936
2013-04-06,-802.0450000000001,-31.455,0.42493014543000757,1834
2013-04-07,201.39175,213.10825,0.5315680292842591,586
2013-04-08,97.08475,-331.58475,0.48625633278299063,1235
2013-04-09,-80.55575,-458.94425,0.4614117036817214,1540
2013-04-10,-148.78225,250.28225,0.5087178847818683,899
2013-04-11,-816.9902500000001,60.490249999999996,0.4386417010499172,1757
2013-04-12,-329.03225,-269.46775,0.4564164450027943,1599
2013-04-13,-280.52975,-261.97024999999996,0.46112269714179416,1543
2013-04-14,-511.9515,303.4515,0.48802200614928826,1209
2013-04-15,-172.38150000000002,-352.1185,0.46220041709501636,1525
2013-04-16,265.377,450.123,0.561269366672126,285
2013-04-17,945.2172499999999,-159.71725,0.5717937766943298,215
2013-04-18,127.14625,209.35375,0.5246886887818015,664
2013-04-19,139.99025,-91.49025,0.5046620576424136,952
2013-04-20,-47.747499999999995,190.2475,0.5113573899887502,858
2013-04-21,-856.2625,-104.23749999999998,0.3904585891821931,1961
2013-04-22,-48.214,-47.286,0.49460448357573183,1096
2013-04-23,18.16825,16.33175,0.5040344898819444,966
2013-04-24,1060.62825,-155.12825,0.5981074192297275,95
2013-04-25,-122.019,229.519,0.508902560396447,893
2013-04-26,161.36075,-147.86075,0.502247027954891,987
2013-04-27,-62.429,-74.071,0.4925494136312374,1137
2013-04-28,-647.675,-223.82500000000002,0.41670736375381057,1872
2013-04-29,562.0632499999999,-685.5632499999999,0.4930827992558683,1124
2013-04-30,459.05899999999997,-33.559,0.5328209575693346,575
2013-05-01,398.41525,520.08475,0.5998669828924752,82
2013-05-02,-580.26125,201.76125000000002,0.47414573445771363,1379
2013-05-03,754.5045,16.9955,0.5696582060534451,229
2013-05-04,-772.5372500000001,-71.96275,0.42333517613017924,1845
2013-05-05,366.69475,25.80525,0.5299045020103147,608
2013-05-06,870.7094999999999,99.7905,0.6232007591698792,30
2013-05-07,-578.80525,-278.69475,0.42095286336074444,1858
2013-05-08,-349.60175,332.10175,0.49954315588658316,1018
2013-05-09,79.274,231.226,0.5228671011404131,690
2013-05-10,-337.5285,205.0285,0.4927808604368884,1133
2013-05-11,-865.28725,68.78725,0.43342872191693654,1797
2013-05-12,22.279,9.221,0.5039185651826511,969
2013-05-13,-667.859,155.35899999999998,0.46370634521286525,1513
2013-05-14,303.6105,182.8895,0.5384749748752935,514
2013-05-15,-594.89275,-112.60725,0.44517777051478424,1708
2013-05-16,834.4057499999999,-99.90575,0.5631566759284544,266
2013-05-17,-525.5152499999999,11.01525,0.4633837427647378,1515
2013-05-18,-165.0525,471.5525,0.5226224279770959,694
2013-05-19,461.24375,-338.74375,0.509698183977136,878
2013-05-20,-630.5840000000001,-299.916,0.40176865253449123,1931
2013-05-21,142.52275,63.97725,0.5154920177611194,794
2013-05-22,721.8015,37.698499999999996,0.5666293302605219,241
2013-05-23,-859.2650000000001,18.764999999999997,0.4239593798811988,1841
2013-05-24,116.31099999999999,87.189,0.5153305228743277,797
2013-05-25,142.55475,-62.05475,0.507414083346551,920
2013-05-26,442.85275,370.64725,0.5763377295539176,187
2013-05-27,-622.94925,-321.55075,0.398129864994183,1945
2013-05-28,-707.404,-184.096,0.41326474372628,1892
2013-05-29,330.3985,-5.8985,0.5235157092771188,676
2013-05-30,103.68900000000001,-487.18899999999996,0.47376951338280515,1384
2013-05-31,137.00375,-48.50375,0.5081282824064921,912
2013-06-01,234.47975000000002,460.02025000000003,0.5588591646180492,306
2013-06-02,-468.66200000000003,-9.838,0.4665209261284745,1479
2013-06-03,148.625,84.875,0.5173802075010172,767
2013-06-04,109.452,-386.952,0.48314950453561956,1278
2013-06-05,-489.36725,-183.13275,0.44887339389769465,1673
2013-06-06,910.1967500000001,-51.69675,0.5839088160491395,142
2013-06-07,287.35625000000005,-77.85624999999999,0.5157487686266835,791
2013-06-08,-715.7339999999999,316.23400000000004,0.47247592001496175,1400
2013-06-09,409.37525,171.12475,0.5467699569498197,420
2013-06-10,-576.7835,-266.7165,0.42347946756520816,1844
2013-06-11,481.577,87.923,0.5455168496479227,431
2013-06-12,642.26175,137.23825,0.5703853226627899,221
2013-06-13,-523.09875,305.59875,0.4874696100454461,1218
2013-06-14,507.72575,363.77425,0.5876823236264255,129
2013-06-15,213.21550000000002,-297.7155,0.4952616915511282,1085
2013-06-16,489.495,-205.995,0.520831570219466,717
2013-06-17,966.47225,-230.97224999999997,0.5634002026598319,265
2013-06-18,-205.6495,-80.8505,0.481880097722182,1287
2013-06-19,-499.5495,119.0495,0.47397215114328384,1381
2013-06-20,-566.108,258.608,0.4802076414334514,1308
2013-06-21,-544.5245,-38.9755,0.45731071016066505,1584
2013-06-22,-99.1485,-107.3515,0.48814872644792373,1207
2013-06-23,220.3715,65.1285,0.5208515485470506,715
2013-06-24,124.32675,-253.82675,0.49295596742575043,1130
2013-06-25,427.3315,465.1685,0.5935976304941706,108
2013-06-26,-76.59725,-472.90274999999997,0.4604585689159439,1550
2013-06-27,758.6115,58.88849999999999,0.5772952183302589,183
2013-06-28,-117.3435,588.8435,0.5373573138188432,529
2013-06-29,976.9715,9.5285,0.6361784544434809,14
2013-06-30,388.8115,-32.311499999999995,0.526532391513213,644
2013-07-01,-564.5229999999999,-113.977,0.4482059866089252,1679
2013-07-02,-665.4735,-67.0265,0.4419455830528842,1733
2013-07-03,309.98249999999996,382.51750000000004,0.5584448326290725,308
2013-07-04,-210.37275,-583.12725,0.4335303129504698,1794
2013-07-05,414.60825,389.89175,0.5740358672370127,196
2013-07-06,221.21800000000002,-428.71799999999996,0.4880629524174236,1208
2013-07-07,-91.409,-88.091,0.489692246136296,1180
2013-07-08,-556.2742499999999,-130.22575,0.4469292035891132,1687
2013-07-09,-859.06875,104.56875,0.43897147050997476,1755
2013-07-10,-331.014,-427.486,0.4377211435995553,1759
2013-07-11,517.6325,144.8675,0.5543742563682221,338
2013-07-12,162.60525,553.89475,0.5613124277886815,284
2013-07-13,-642.927,-281.573,0.40363371094958034,1925
2013-07-14,105.911,69.589,0.513401700482819,825
2013-07-15,210.78275000000002,-191.28275000000002,0.5027163145415265,981
2013-07-16,-577.6855,97.18549999999999,0.46645430834476925,1481
2013-07-17,80.4435,11.0565,0.5081649497326701,909
2013-07-18,-20.728,-204.772,0.4868732631961923,1226
2013-07-19,-712.106,96.606,0.4550482922302457,1616
2013-07-20,240.39350000000002,491.1065,0.5629980707620827,269
2013-07-21,352.91775,-30.417749999999998,0.5232666315252292,678
2013-07-22,602.19375,188.30624999999998,0.5721465107124684,210
2013-07-23,601.82525,-330.32525,0.5203582786549661,729
2013-07-24,-710.96375,-201.53625,0.4072056221816952,1913
2013-07-25,-607.56075,106.06075000000001,0.4649189049512533,1502
2013-07-26,325.04425000000003,404.45574999999997,0.5628546640738321,271
2013-07-27,326.62725,118.87275,0.534579631265252,555
2013-07-28,315.758,-73.25800000000001,0.5179259335522235,758
2013-07-29,997.5825,1.9175,0.6926188596683199,1
2013-07-30,309.3845,-356.8845,0.49728433218541546,1048
2013-07-31,627.3325,160.1675,0.5718911651679142,213
2013-08-01,542.818,231.68200000000002,0.5697584147327452,226
2013-08-02,399.10474999999997,-107.60475,0.5212673042444629,709
2013-08-03,-251.99,-145.51,0.47248548407399515,1398
2013-08-04,466.81025,93.68975,0.5445954167659646,440
2013-08-05,-522.00775,-136.49225,0.4504407458721065,1659
2013-08-06,-197.24349999999998,-32.2565,0.486505754297354,1230
2013-08-07,-241.851,619.351,0.5282248673377077,623
2013-08-08,30.388,-63.888,0.4979180644506662,1034
2013-08-09,984.54925,-46.04925,0.6067744245331449,62
2013-08-10,-838.3285,-123.17150000000001,0.3904481952295336,1962
2013-08-11,426.3225,220.1775,0.5529178088062241,354
2013-08-12,-832.537,-48.963,0.4148336021100648,1882
2013-08-13,-355.30674999999997,-198.19325,0.4601690807524927,1554
2013-08-14,566.709,302.791,0.5874801306551936,131
2013-08-15,68.38125000000001,421.11875,0.5387040760676141,511
2013-08-16,-645.13,-156.37,0.43110217196006706,1802
2013-08-17,-433.626,-434.874,0.41757131575298617,1869
2013-08-18,415.318,281.182,0.5591677296926569,304
2013-08-19,-493.601,-196.899,0.4463659227701431,1691
2013-08-20,153.35625,248.14374999999998,0.530588569458168,599
2013-08-21,-70.039,-569.461,0.45302599655239484,1640
2013-08-22,-426.40425000000005,247.90425,0.4897349160771919,1179
2013-08-23,1022.48075,-206.98075,0.5769179062342468,185
2013-08-24,399.0505,219.4495,0.5499650540925637,382
2013-08-25,-928.8455,-8.654499999999999,0.3990996973630305,1938
2013-08-26,49.80725,-300.30725,0.48547423025355524,1251
2013-08-27,-464.19475,-131.30525,0.4567347689384111,1596
2013-08-28,506.997,195.503,0.5597796281637287,298
2013-08-29,-530.50775,12.00775,0.4630213244062458,1519
2013-08-30,-77.036,182.536,0.5088735024384672,895
2013-08-31,305.719,502.781,0.57466037856191,192
2013-09-01,470.844,-435.344,0.5041817194157298,965
2013-09-02,-710.97125,404.47125,0.4804154940214268,1307
2013-09-03,-257.60675,16.10675,0.4858838366460329,1242
2013-09-04,-363.67275,-269.82725,0.453783133233874,1634
2013-09-05,-438.63750000000005,-348.86249999999995,0.43407569772783966,1788
2013-09-06,871.6912500000001,-17.191250000000004,0.583544702244629,146
2013-09-07,266.2215,274.2785,0.5432903383461593,460
2013-09-08,-740.23725,-51.262750000000004,0.43376707427380934,1792
2013-09-09,497.66724999999997,359.83275000000003,0.5836719706089225,143
2013-09-10,1030.714,-254.214,0.5698284175993427,224
2013-09-11,609.3195000000001,23.1805,0.551321039331406,368
2013-09-12,-716.896,-238.604,0.3927216655919713,1956
2013-09-13,-349.78825,87.28825,0.4848790934223116,1263
2013-09-14,655.1669999999999,208.333,0.5855177422117637,137
2013-09-15,-492.58,-137.92000000000002,0.4540974818770346,1631
2013-09-16,148.337,-735.837,0.4570856249916331,1588
2013-09-17,472.65824999999995,72.84174999999999,0.5437054063413792,455
2013-09-18,-602.6865,96.1865,0.4645719402144336,1507
2013-09-19,-49.4105,125.9105,0.5071311010709525,924
2013-09-20,-1153.23125,167.73125,0.3688311877921002,1986
2013-09-21,-596.35575,-253.14425,0.42200427594205925,1850
2013-09-22,-166.04675,208.54675,0.5043769950666032,958
2013-09-23,-747.55025,284.05025,0.46742352871370685,1464
2013-09-24,863.056,-394.556,0.5371558755964189,532
2013-09-25,-818.77975,48.27975,0.43648422674994275,1771
2013-09-26,-338.284,-162.216,0.46539327988995904,1501
2013-09-27,64.0565,-17.5565,0.5044989620367635,954
2013-09-28,746.1514999999999,94.3485,0.5807555765417642,160
2013-09-29,-764.84175,-113.65825000000001,0.4160261783381892,1879
2013-09-30,666.8625,-155.3625,0.5412654856287077,489
2013-10-01,-15.02,14.52,0.5013654634881799,1001
2013-10-02,-580.42175,-261.07825,0.4237434189760324,1842
2013-10-03,243.50175000000002,-316.00175,0.49595954549103394,1073
2013-10-04,140.7115,217.7885,0.5269373168525862,642
2013-10-05,-421.12075,-316.37925,0.4412693052630939,1738
2013-10-06,53.94725,212.55275,0.5201479167722313,734
2013-10-07,-272.2625,129.7625,0.49229910247826075,1143
2013-10-08,-16.696749999999998,-506.80325000000005,0.46253069904279753,1524
2013-10-09,395.18625,-177.68625,0.5161674174176609,783
2013-10-10,711.85675,234.64325,0.6091535758834519,54
2013-10-11,-671.2405,-217.2595,0.4135800867801655,1889
2013-10-12,965.43075,-68.93075,0.5950415621750786,104
2013-10-13,-957.51725,71.01725,0.41394713235517233,1887
2013-10-14,-91.79875,244.29874999999998,0.5119955079802857,848
2013-10-15,366.796,-49.29599999999999,0.5231273881731164,683
2013-10-16,147.99775,-170.49775,0.4991118385194606,1023
2013-10-17,-372.619,417.119,0.504424270551433,956
2013-10-18,-88.7865,518.2864999999999,0.5330663790770758,571
2013-10-19,-309.15525,294.65525,0.49982140453660323,1015
2013-10-20,-409.0755,15.5755,0.47266471571691504,1394
2013-10-21,505.90275,-203.40275,0.5222734618100281,698
2013-10-22,186.894,-241.394,0.49708966413433825,1055
2013-10-23,-464.9125,135.41250000000002,0.4784173728686112,1330
2013-10-24,537.941,131.559,0.5554399492938795,331
2013-10-25,216.49675,406.00325,0.5504049408674911,378
2013-10-26,492.27549999999997,192.22449999999998,0.5569043582553515,316
2013-10-27,325.75225,-436.25225,0.49390443455218513,1111
2013-10-28,-537.1675,273.6675,0.48484893989696937,1264
2013-10-29,-402.40525,-283.09475,0.44703943230729115,1686
2013-10-30,457.3615,-84.8615,0.5277653984573543,628
2013-10-31,378.39625,85.10374999999999,0.5367735184279656,537
2013-11-01,31.98225,572.51775,0.5488466075463917,396
2013-11-02,101.22775,755.27225,0.5836143330655732,144
2013-11-03,675.9132500000001,151.58675,0.5790513212678259,173
2013-11-04,-422.413,-69.08699999999999,0.4658415150901988,1492
2013-11-05,342.952,162.548,0.5407175102705156,495
2013-11-06,-121.37349999999999,274.8735,0.5120817530251512,847
2013-11-07,-191.64525,-107.85475,0.4810992491997092,1300
2013-11-08,537.4825,380.01750000000004,0.5998191264971675,83
2013-11-09,500.9625,82.5375,0.5470225864291866,417
2013-11-10,495.06225,154.43775,0.5531190590273167,351
2013-11-11,682.44175,163.05825,0.581922046659078,155
2013-11-12,9.595500000000001,135.9045,0.5115898573469994,855
2013-11-13,423.244,244.256,0.5550711610764885,333
2013-11-14,-254.32975,-190.17025,0.4690553325066541,1445
2013-11-15,175.0635,-160.5635,0.5022507737757713,986
2013-11-16,-153.8635,-331.63649999999996,0.4659889914573234,1486
2013-11-17,65.84825000000001,146.65175,0.5158373290151416,788
2013-11-18,378.49475,234.00525,0.5492312638596485,388
2013-11-19,-538.3455,111.8455,0.47053328749212353,1427
2013-11-20,734.06975,259.43025,0.6464816746179614,7
2013-11-21,-641.2882500000001,-24.211750000000002,0.44955923045428875,1666
2013-11-22,-744.4875,139.9875,0.4560091107504262,1605
2013-11-23,664.91275,-262.41275,0.5306130217715206,598
2013-11-24,480.371,-86.87100000000001,0.5299056421362868,607
2013-11-25,392.30775,209.19225,0.5485944347917522,399
