,n,b,score,ranking
2013-01-01,181.39774999999997,514.10225,0.9099342830602247,305
2013-01-02,-76.25775,-503.24225,0.0972347139765763,1580
2013-01-03,237.178,511.322,0.9129537707620139,252
2013-01-04,428.78625,-499.28625,0.13046059712816052,1071
2013-01-05,-118.0435,-506.4565,0.09531693250553329,1625
2013-01-06,-108.14075,517.64075,0.8953172608610165,591
2013-01-07,437.28075,-499.78075,0.13158425631014783,1063
2013-01-08,276.90325,513.59675,0.9153486945830582,210
2013-01-09,-193.833,512.3330000000001,0.8906105122813011,682
2013-01-10,198.76425,-501.26425,0.11085120087171929,1303
2013-01-11,-189.74124999999998,-501.75874999999996,0.09073164614375076,1692
2013-01-12,-191.833,512.3330000000001,0.8906854049285949,680
2013-01-13,85.6395,514.8605,0.9048392454313208,400
2013-01-14,-475.71925,-499.78075,0.061734395106844045,1976
2013-01-15,-463.9665,-499.5335,0.06550164334973933,1964
2013-01-16,-227.483,-501.017,0.08875424941518055,1729
2013-01-17,-362.24675,-502.25325,0.07974337759331153,1865
2013-01-18,113.6395,514.8605,0.9062849466519055,372
2013-01-19,-334.59125,513.09125,0.8818395184895759,822
2013-01-20,-431.3275,511.8275,0.8717539259732943,920
2013-01-21,414.20000000000005,509.3,0.9293129753784312,77
2013-01-22,-115.29075,-506.20925,0.0954844739902693,1622
2013-01-23,9.753250000000001,-502.25325,0.10135056409375848,1493
2013-01-24,-434.822,511.322,0.871505036275731,924
2013-01-25,-218.60225000000003,514.10225,0.8891123455094964,705
2013-01-26,32.375750000000004,516.1242500000001,0.9022184517941974,452
2013-01-27,-388.60225,514.10225,0.8769801284515539,875
2013-01-28,139.13400000000001,515.366,0.9075139603669135,346
2013-01-29,-243.56925,511.06925,0.887987226201624,733
2013-01-30,-131.877,516.377,0.8941661250041345,616
2013-01-31,-244.56925,511.06925,0.8879658677554121,734
2013-02-01,460.45275000000004,509.04725,0.9370455636901788,31
2013-02-02,-22.774250000000002,-504.72575,0.09973005550524133,1528
2013-02-03,-368.60225,514.10225,0.8788457814208821,855
2013-02-04,287.74225,-503.24225,0.11645089824206378,1216
2013-02-05,-398.98850000000004,-501.51149999999996,0.07558312700057956,1901
2013-02-06,73.37575000000001,516.1242500000001,0.9041772719000951,411
2013-02-07,-481.3165,510.8165,0.8608065975224045,971
2013-02-08,-415.483,-501.017,0.07343627902203138,1917
