,u1,u2,score,ranking
2013-01-01,-62.339749999999995,-476.16025,0.2842725707581973,1539
2013-01-02,220.34949999999998,-487.84950000000003,0.3877259005395831,1268
2013-01-03,103.4105,794.0895,0.8714024527791104,103
2013-01-04,53.9055,-488.4055,0.3193686567190122,1435
2013-01-05,-167.43349999999998,-460.0665,0.24876350899139213,1628
2013-01-06,-165.06799999999998,522.568,0.6387175140016116,643
2013-01-07,-210.71974999999998,-100.78025,0.37140859639407187,1312
2013-01-08,177.86475000000002,572.63525,0.7946036747191321,250
2013-01-09,33.0425,-844.5425,0.17251592840014995,1812
2013-01-10,99.25675000000001,-15.75675,0.5316714704979165,917
2013-01-11,-170.46625,-824.03375,0.031007779005786596,1995
2013-01-12,204.59675,-845.0967499999999,0.2441045331966825,1641
2013-01-13,141.178,786.322,0.8916384908356132,73
2013-01-14,-135.275,-712.225,0.15386411902973138,1848
2013-01-15,-148.45275,69.95275000000001,0.46230153926159384,1079
2013-01-16,-155.804,-179.696,0.365557384051252,1336
2013-01-17,-93.20575,-300.29425000000003,0.33872310959898166,1394
2013-01-18,18.909,795.591,0.8248179628762656,186
2013-01-19,-33.97225,-889.52775,0.10384772114881477,1924
2013-01-20,-104.01225,326.51225,0.5892775769800798,778
2013-01-21,52.138999999999996,876.3610000000001,0.8930861263153163,72
2013-01-22,-172.21275000000003,120.71275,0.47603331889988193,1052
2013-01-23,-81.48325,857.98325,0.8078868993335171,224
2013-01-24,-58.99725,-845.50275,0.11507867208755737,1905
2013-01-25,-23.413249999999998,-158.08675,0.4262486521027363,1182
2013-01-26,134.96249999999998,-472.4625,0.36516142504824367,1338
2013-01-27,-145.50650000000002,464.00649999999996,0.6245915284162559,682
2013-01-28,15.71025,905.78975,0.8878845600805197,79
2013-01-29,52.58175,-473.08175,0.3237069637278067,1421
2013-01-30,-217.599,304.099,0.5326297637232591,914
2013-01-31,50.22325,-598.72325,0.2799870765880798,1549
2013-02-01,-157.4065,131.9065,0.4863690283947462,1026
2013-02-02,-207.9005,-72.5995,0.38415630794772493,1281
2013-02-03,155.5525,835.9475,0.9673813711558964,9
2013-02-04,225.83025,235.66975,0.6799482247720852,539
2013-02-05,151.97925,-284.47925,0.44128456729274723,1133
2013-02-06,-94.60900000000001,-757.8910000000001,0.15219938174502085,1853
2013-02-07,-183.144,-686.356,0.14053188578922443,1870
2013-02-08,94.4135,-535.9135,0.31710014926341945,1442
2013-02-09,-30.52225,-495.97775,0.2888038278201587,1527
2013-02-10,-179.63875000000002,697.1387500000001,0.7049004932418661,483
2013-02-11,-0.6517499999999999,130.15175,0.548013612648274,871
2013-02-12,-224.96375,41.463750000000005,0.4255904333225369,1184
2013-02-13,189.37099999999998,-751.8710000000001,0.2736791779111304,1563
2013-02-14,-106.5265,725.0264999999999,0.7398677509995514,382
2013-02-15,75.024,453.476,0.7107558994375833,472
2013-02-16,-80.9915,-820.5084999999999,0.11647690473788347,1902
2013-02-17,12.83975,426.66025,0.6702816820193771,561
2013-02-18,23.3615,95.1385,0.5441726297427728,882
2013-02-19,-132.7095,-792.7905000000001,0.10235116770252803,1926
2013-02-20,226.7235,-64.2235,0.560557438775837,838
2013-02-21,132.4795,-18.979499999999998,0.5427835943762604,887
2013-02-22,216.34449999999998,-646.8444999999999,0.32051942044345844,1431
2013-02-23,150.91925,823.58075,0.9355239876857556,26
2013-02-24,49.90925,705.59075,0.7995602929467466,245
2013-02-25,203.28925,353.21075,0.71959271686791,444
2013-02-26,-195.53175,-73.96825000000001,0.3875349492108697,1270
2013-02-27,-147.0515,-175.4485,0.36860900575143585,1323
2013-02-28,-219.71375,296.21375,0.529824231502871,924
2013-03-01,-81.099,97.599,0.5014115616781772,984
2013-03-02,-50.72725,-833.77275,0.12755394264340492,1885
2013-03-03,-104.96225,32.46225,0.46427192537104456,1073
2013-03-04,155.531,624.969,0.8108703956166575,220
2013-03-05,-65.11099999999999,-72.38900000000001,0.4387425674162843,1138
2013-03-06,-92.08975000000001,-839.41025,0.0977521639808909,1932
2013-03-07,24.932499999999997,587.5675,0.7375617761388762,388
2013-03-08,-168.40075,-595.09925,0.18927587070373206,1764
2013-03-09,145.40025,-472.90025,0.367336064061239,1328
2013-03-10,-196.918,-664.582,0.14667521148179088,1862
2013-03-11,237.08350000000002,-318.5835,0.4615494392173015,1082
2013-03-12,136.71375,533.78625,0.7598501584102395,330
2013-03-13,-144.47075,39.970749999999995,0.4552518239099844,1105
2013-03-14,-233.61950000000002,-592.8805,0.16500944274529053,1827
2013-03-15,139.3345,744.1655000000001,0.8653563482125997,117
2013-03-16,97.39525,755.10475,0.8450369527307469,148
2013-03-17,107.089,738.4110000000001,0.842264173645003,155
2013-03-18,132.01875,-511.51875,0.3452910384424206,1380
2013-03-19,-202.7095,-96.79050000000001,0.37580040569160855,1300
2013-03-20,-47.58325,919.08325,0.8596848706215546,129
2013-03-21,-182.8775,548.3775,0.6407837929530183,635
2013-03-22,148.01425,-900.51425,0.1943546221555666,1753
2013-03-23,43.312,-844.8119999999999,0.17682329837390523,1802
2013-03-24,-77.8075,-63.692499999999995,0.43732470642039606,1142
2013-03-25,-191.58274999999998,812.08275,0.7400878347464529,380
2013-03-26,-87.609,84.109,0.4931579027053038,1004
2013-03-27,-78.84299999999999,4.343,0.46328667083278163,1075
2013-03-28,99.3235,-775.8235,0.2303001956329173,1677
2013-03-29,70.85925,325.64075,0.652935578050478,604
2013-03-30,181.05275,653.4472499999999,0.8351250769954457,166
2013-03-31,-13.838999999999999,-231.661,0.3987789910384397,1246
2013-04-01,-182.61225000000002,554.11225,0.6444083299279223,629
2013-04-02,90.99549999999999,869.5045,0.9142302805652484,40
2013-04-03,129.1225,-579.6225,0.3151701770255308,1451
2013-04-04,27.668,51.832,0.5309191444696924,921
2013-04-05,132.6175,-414.11749999999995,0.38390380245857264,1282
2013-04-06,-0.8459999999999999,597.346,0.7330426544999497,404
2013-04-07,9.3765,160.12349999999998,0.5666212585813248,831
2013-04-08,-38.00425,270.50424999999996,0.593174137711953,768
2013-04-09,-226.553,596.053,0.6434151530415343,631
2013-04-10,-188.22575,-207.27425,0.33835466352862487,1396
2013-04-11,-205.13175,821.63175,0.7383578918629815,384
2013-04-12,69.36325000000001,78.13675,0.5537051760496681,853
2013-04-13,-87.43299999999999,-677.067,0.18923505448354377,1765
2013-04-14,6.36525,401.13475,0.6584334327679826,593
2013-04-15,192.40699999999998,601.093,0.8161223751358222,207
2013-04-16,-118.79175000000001,-362.70825,0.30326778748379635,1482
2013-04-17,-33.78225,722.28225,0.7678199902061283,312
2013-04-18,110.87075,790.62925,0.8760248315212229,99
2013-04-19,-129.84425,-445.65575,0.26728322300057167,1576
2013-04-20,-166.16575,927.66575,0.8022131601379363,239
2013-04-21,-101.79625,-711.70375,0.17051951302176035,1814
2013-04-22,-159.4755,-594.0245,0.1938567921727929,1754
2013-04-23,209.44525,-613.94525,0.33331940185893555,1405
2013-04-24,133.23075,769.26925,0.8768158439191798,98
2013-04-25,69.95125,321.54875,0.6501147931620542,609
2013-04-26,178.30675,-679.80675,0.29597554461536185,1502
2013-04-27,147.655,-105.155,0.5129931500745022,958
2013-04-28,-153.617,228.117,0.5295524318330488,926
2013-04-29,175.77325,-808.27325,0.2452830676895022,1633
2013-04-30,24.04225,764.45775,0.8138015431090012,212
2013-05-01,146.8905,620.6095,0.8043708593860407,233
2013-05-02,188.6295,22.8705,0.5833836788460093,789
2013-05-03,-62.49425,902.99425,0.8373019872017092,160
2013-05-04,-187.94375000000002,-165.55624999999998,0.3562191683256151,1354
2013-05-05,-99.28025,926.78025,0.8328752877375867,173
2013-05-06,-36.60975,339.10974999999996,0.6197575567681529,698
2013-05-07,157.42675,285.07325000000003,0.6713399717876518,558
2013-05-08,175.9075,-651.4075,0.3049100328878967,1476
2013-05-09,-231.00324999999998,752.50325,0.7069326327499534,479
2013-05-10,8.75225,-134.25225,0.4441412108520053,1126
2013-05-11,-44.04875,-673.4512500000001,0.2132689252557393,1718
2013-05-12,-104.2815,-873.2185,0.05450757807475328,1978
2013-05-13,-178.2045,122.7045,0.47177762037744264,1056
2013-05-14,-76.5695,60.0695,0.4894427319788667,1017
2013-05-15,218.99075,462.50924999999995,0.7640648386778308,319
2013-05-16,-73.12725,781.62725,0.7768470288183928,292
2013-05-17,-2.5714999999999995,-820.9285,0.16728339206309684,1824
2013-05-18,99.00975,476.49025,0.7258009840513255,425
2013-05-19,-68.1315,-624.3685,0.22265547575392458,1693
2013-05-20,204.36525,704.1347499999999,0.8808980590699234,92
2013-05-21,212.73075,645.76925,0.8477402700777472,142
2013-05-22,-118.90825,84.40825,0.4829914631535084,1035
2013-05-23,-0.9624999999999999,428.4625,0.6676439400771264,573
2013-05-24,-95.43125,-368.06875,0.31165575251035266,1464
2013-05-25,-103.52350000000001,-53.9765,0.4339024180217453,1158
2013-05-26,-220.954,641.454,0.664686907639284,580
2013-05-27,53.726,-71.226,0.4893250245345505,1018
2013-05-28,3.2727500000000003,-274.77275,0.3867744169061258,1272
2013-05-29,-216.05525,-15.44475,0.40566570805023777,1232
2013-05-30,-106.27725,658.77725,0.718328694797097,448
2013-05-31,197.97050000000002,-312.4705,0.44981961509002893,1115
2013-06-01,-124.118,-649.3820000000001,0.18692165264198954,1774
2013-06-02,-173.68925000000002,422.18925,0.5985901906828692,752
