Institution,Count AI,Count Systems,Count Theory,Count Interdisciplinary,score,ranking
Carnegie Mellon University,3.970452545809526,5.758016455749966,2.085415170558969,3.8337857868417466,18.363976711300424,1
Univ. of Illinois at Urbana-Champaign,2.82819574442298,5.001800442998575,1.537558961094825,2.1463962717406067,14.230258172597203,2
Univ. of California - San Diego,2.090289914190028,3.651208633564123,1.0427267030488234,2.41248908712304,11.91302109026623,3
Massachusetts Institute of Technology,1.8831460995155334,3.402036767003882,1.30053635101026,1.9368810236561034,11.238906993525996,4
Georgia Institute of Technology,1.8120679761753342,3.042271368746268,0.7171349454490085,2.199079298443671,10.486860341154498,5
Stanford University,2.0257877049970032,2.182405423856602,1.104438434174187,2.3257323354445685,10.354670650812578,6
University of Michigan,1.8372785303134729,3.2903795410948464,0.8831922242484725,1.416482058511687,10.143639106508695,7
University of Washington,1.7270194943757455,2.4376914165161017,1.0288728599473205,2.0933584358055386,10.003248958984923,8
Univ. of California - Berkeley,1.5072801633647621,2.748368929299292,1.1542052972449819,1.4611227235286557,9.587283865777907,9
Cornell University,2.027939481695234,2.1677255071769057,1.016446572863097,1.5211673602278117,9.449585674303265,10
University of Maryland - College Park,1.6439952695396358,1.5855747289055622,0.500259611919512,2.0118460439715418,8.457982406676468,11
Northeastern University,1.149238527275443,1.9261210966825677,0.8367296713869339,1.0619615288571367,7.690357576542298,12
University of Wisconsin - Madison,0.8968793327830696,2.157601270806741,0.7126955989329175,0.7975901294556577,7.281073084318602,13
Columbia University,1.2166089317081956,1.5544147758091396,0.6581049606061361,0.9178363361295792,7.063271756593267,14
Purdue University,0.8272287747253129,2.0737392920094506,0.627965201611214,0.7229833018567337,6.9682233225429275,16
University of Texas at Austin,1.1401263791763288,1.879319587494963,0.8787275853358099,0.38500124567315525,6.999481550020473,15
University of Pennsylvania,1.1400172819068868,1.557629090961384,0.5624690614452379,0.8542401979291727,6.830662384582897,17
Princeton University,0.8293628592852744,1.355097489254395,0.46041707508440133,0.7971161575565742,6.158300333520861,18
University of Massachusetts Amherst,1.2406516776398513,1.2491484366482093,0.06060563619260285,0.5933971731946933,5.860109676015573,19
New York University,0.9660721995542152,0.7226007569158467,0.5981959807928312,0.6911341300486387,5.694309819651748,20
University of Southern California,0.9998936999629602,1.162174227953467,0.2428072994997966,0.38133427961828903,5.502516259374729,21
Univ. of California - Los Angeles,1.1344604363801927,0.9877328920467935,0.5998318624230456,-0.15681124625832216,5.281520696931926,22
Stony Brook University,0.7411115069704801,0.8554442912284632,0.3278276374154681,0.5671068109083878,5.2077969988630155,24
University of Chicago,0.3807108573639391,1.5768547950452088,0.21563861914813107,0.3413175559937509,5.230828579891246,23
Univ. of California - Irvine,0.544479903412386,1.266957208113592,0.1320224540177198,0.41532368593604496,5.075090003819959,26
Univ. of California - Santa Barbara,0.7542441492538244,1.1457982944295746,0.37684090495570766,0.1398428265600546,5.133032927539378,25
Rutgers University,0.9617640475607255,0.344286005588467,0.143955632540913,0.4827303060277092,4.649042744058031,27
Duke University,0.6218422323218106,0.8214532653447484,0.1527022116632982,0.21903821457643124,4.5313426762465046,28
Univ. of California - Riverside,0.211334214627727,1.5827413993323147,0.01710310939360981,-0.060604892153765716,4.466880583540102,29
Northwestern University,0.24776967873218975,0.7595531549051724,0.1150501156406936,0.48234530374190665,4.321025005360179,31
